DATE,LREM25TTUSM156N
1960-01-01,64.5371676449622
1960-02-01,64.8729378942261
1960-03-01,64.710875331565
1960-04-01,66.033588989602
1960-05-01,66.7262725605783
1960-06-01,66.4495508732599
1960-07-01,65.8494109095315
1960-08-01,65.763065885665
1960-09-01,66.862409758903
1960-10-01,66.5884916251835
1960-11-01,66.3486832159163
1960-12-01,65.0859594525184
1961-01-01,63.9838760813443
1961-02-01,63.9056202164757
1961-03-01,64.8227250086789
1961-04-01,65.3318043274889
1961-05-01,65.8300779777077
1961-06-01,65.9148474249186
1961-07-01,65.0253210345451
1961-08-01,64.9407793616829
1961-09-01,65.8264655808838
1961-10-01,66.6254896053028
1961-11-01,66.0620589831735
1961-12-01,65.3145545569696
1962-01-01,64.5487876638955
1962-02-01,65.0350072428778
1962-03-01,65.3899532357822
1962-04-01,65.8452357511776
1962-05-01,66.6505155731872
1962-06-01,66.2020009384129
1962-07-01,65.6036997294724
1962-08-01,65.9295510845266
1962-09-01,66.8763766935216
1962-10-01,67.238155553545
1962-11-01,66.7003346700033
1962-12-01,65.9497505614252
1963-01-01,64.9164030727519
1963-02-01,65.2044273774565
1963-03-01,65.9254463882449
1963-04-01,66.6315456748499
1963-05-01,67.0800722456352
1963-06-01,66.7669761213343
1963-07-01,66.1233817979522
1963-08-01,65.9674535318778
1963-09-01,67.0593715719717
1963-10-01,67.6350417592982
1963-11-01,67.3433839870262
1963-12-01,66.658159818654
1964-01-01,65.5994478868168
1964-02-01,66.0726607266073
1964-03-01,66.4317101336253
1964-04-01,67.2633504242751
1964-05-01,67.9740423236017
1964-06-01,67.3133679905317
1964-07-01,66.5917872225716
1964-08-01,66.5798260192547
1964-09-01,67.363127488251
1964-10-01,67.7414045902032
1964-11-01,67.5690227633035
1964-12-01,67.1107124168349
1965-01-01,66.4016379967419
1965-02-01,66.5331918899132
1965-03-01,67.0221505279981
1965-04-01,67.5694641444078
1965-05-01,68.1055585408084
1965-06-01,68.0368839617433
1965-07-01,67.3738309379389
1965-08-01,67.3594624860022
1965-09-01,68.0725319006044
1965-10-01,68.6463820452748
1965-11-01,68.561154299527
1965-12-01,68.2188469801862
1966-01-01,67.303273551968
1966-02-01,67.5692610661057
1966-03-01,67.8576758902719
1966-04-01,68.4234079687337
1966-05-01,68.8535829259568
1966-06-01,68.3567319443202
1966-07-01,67.7088145443708
1966-08-01,67.8350638323228
1966-09-01,69.1647801739545
1966-10-01,69.6375926863405
1966-11-01,69.694398547165
1966-12-01,69.2093673748735
1967-01-01,68.3894463024898
1967-02-01,68.4586589025224
1967-03-01,68.5024054166419
1967-04-01,68.9772406728328
1967-05-01,69.0361731802131
1967-06-01,68.5098184512782
1967-07-01,68.2978440047944
1967-08-01,68.4265651737771
1967-09-01,69.3452906874006
1967-10-01,69.8953996439763
1967-11-01,69.8703627491328
1967-12-01,69.9289301342104
1968-01-01,68.581487457826
1968-02-01,69.0365224528081
1968-03-01,69.3248209919025
1968-04-01,69.5403475920183
1968-05-01,70.0298167148996
1968-06-01,69.4872431469338
1968-07-01,68.6874288549663
1968-08-01,68.6056857797162
1968-09-01,69.6707333070969
1968-10-01,70.055789427685
1968-11-01,70.2578054529054
1968-12-01,70.2280755309406
1969-01-01,69.3988991678406
1969-02-01,69.8098693759071
1969-03-01,69.8007020393954
1969-04-01,69.8802690322955
1969-05-01,70.119037275176
1969-06-01,69.6176887679796
1969-07-01,69.1003930181482
1969-08-01,69.2800831672875
1969-09-01,70.2259675045453
1969-10-01,70.8312909085666
1969-11-01,70.7550702926942
1969-12-01,70.804273737795
1970-01-01,69.7991494741682
1970-02-01,69.7425077506028
1970-03-01,69.8650760649814
1970-04-01,70.1823233697598
1970-05-01,69.8753987668626
1970-06-01,69.3798505009504
1970-07-01,68.8077323929586
1970-08-01,68.680182043856
1970-09-01,69.4202857224329
1970-10-01,70.0142429853297
1970-11-01,69.9590233908144
1970-12-01,69.5294284901905
1971-01-01,68.7192887777999
1971-02-01,68.8585537518447
1971-03-01,68.8034491072315
1971-04-01,68.9763132543775
1971-05-01,69.3248234578209
1971-06-01,68.7928620918822
1971-07-01,68.0811990563506
1971-08-01,68.1552905353971
1971-09-01,69.2658291952115
1971-10-01,69.766136050984
1971-11-01,69.9195650346123
1971-12-01,69.5779847302626
1972-01-01,68.8537846994688
1972-02-01,69.1129413728818
1972-03-01,69.5403975165632
1972-04-01,69.5625051983698
1972-05-01,69.7052273387465
1972-06-01,69.1323746771097
1972-07-01,68.7157076291047
1972-08-01,68.8277722717762
1972-09-01,69.84098624263
1972-10-01,70.2706783429873
1972-11-01,70.3093518277389
1972-12-01,70.353800689542
1973-01-01,69.2621831293706
1973-02-01,69.7531705986636
1973-03-01,70.0293909541175
1973-04-01,70.3715780177977
1973-05-01,70.6347484063475
1973-06-01,70.1947559456092
1973-07-01,69.9680899970254
1973-08-01,69.8316480133926
1973-09-01,71.1002372479241
1973-10-01,71.8185121875715
1973-11-01,71.7645477758366
1973-12-01,71.3898795956129
1974-01-01,70.5334009989583
1974-02-01,70.5722325203035
1974-03-01,70.7278417793168
1974-04-01,70.709716884533
1974-05-01,71.257318093114
1974-06-01,70.7217833854636
1974-07-01,70.4498233262311
1974-08-01,70.3449643140365
1974-09-01,71.2194413643804
1974-10-01,71.5959872922132
1974-11-01,71.1120472886689
1974-12-01,70.4199426753267
1975-01-01,68.8474011054656
1975-02-01,68.6111766711248
1975-03-01,68.8068829145005
1975-04-01,69.0436329392069
1975-05-01,69.2059553349876
1975-06-01,68.7974336906345
1975-07-01,68.5658511192087
1975-08-01,69.0462266235201
1975-09-01,69.9719728032387
1975-10-01,70.6783284742468
1975-11-01,70.3717121010208
1975-12-01,70.0879765395894
1976-01-01,69.5693113366956
1976-02-01,69.6863528047916
1976-03-01,70.1888200036015
1976-04-01,70.6567674146768
1976-05-01,70.8860759493671
1976-06-01,70.3619764657678
1976-07-01,69.8381446725818
1976-08-01,70.2242816477106
1976-09-01,71.2397557960209
1976-10-01,71.7011634715751
1976-11-01,71.5544087552273
1976-12-01,71.3524486171022
1977-01-01,70.4423949122051
1977-02-01,70.6861653678778
1977-03-01,71.2130783030548
