DATE,LREM24TTUSM156N
1960-01-01,45.6832390592438
1960-02-01,46.337358938824
1960-03-01,45.7740916271722
1960-04-01,48.3418618382208
1960-05-01,49.4802902529908
1960-06-01,55.1752799100376
1960-07-01,57.4181587549398
1960-08-01,56.2375370847721
1960-09-01,50.5342399222924
1960-10-01,49.6365574723784
1960-11-01,48.7487922705314
1960-12-01,47.551167830484
1961-01-01,45.5928948631781
1961-02-01,45.218598860317
1961-03-01,45.4975171886937
1961-04-01,45.4614688942834
1961-05-01,46.8113395697801
1961-06-01,52.251953587497
1961-07-01,55.2105487026797
1961-08-01,56.0392397302269
1961-09-01,49.5291902071563
1961-10-01,49.0007993605116
1961-11-01,48.8878416588124
1961-12-01,48.1308851224105
1962-01-01,44.8405253283302
1962-02-01,44.8779802332662
1962-03-01,45.4413757652227
1962-04-01,46.8608597285068
1962-05-01,48.6694875411378
1962-06-01,54.4278280436923
1962-07-01,56.9863270275332
1962-08-01,56.496017142591
1962-09-01,49.5429784876743
1962-10-01,49.5728850923119
1962-11-01,47.9519612767706
1962-12-01,48.1153496821072
1963-01-01,44.9875986471251
1963-02-01,44.9636738720962
1963-03-01,45.190635451505
1963-04-01,46.3745620648366
1963-05-01,47.2262612910333
1963-06-01,51.8755477651183
1963-07-01,55.2884195828606
1963-08-01,55.072841922157
1963-09-01,48.3353510895884
1963-10-01,48.2248138744244
1963-11-01,46.9348412800411
1963-12-01,46.9419090676448
1964-01-01,44.3921069382559
1964-02-01,45.146841326854
1964-03-01,45.4300622790776
1964-04-01,46.4468281236906
1964-05-01,47.7283157411657
1964-06-01,52.2947211031275
1964-07-01,56.2419881735103
1964-08-01,55.7642407018411
1964-09-01,49.3644415286206
1964-10-01,48.5302523066874
1964-11-01,48.0630868663875
1964-12-01,48.1076705120421
1965-01-01,44.8487046214594
1965-02-01,45.4198932712755
1965-03-01,46.03612243267
1965-04-01,47.3684210526316
1965-05-01,48.7876386687797
1965-06-01,53.1010810384282
1965-07-01,58.6175766377517
1965-08-01,57.4948183489109
1965-09-01,49.5766184102704
1965-10-01,50.3074169196046
1965-11-01,49.908805153479
1965-12-01,50.5960675027094
1966-01-01,47.8512683887409
1966-02-01,47.8496900627575
1966-03-01,48.0644542489929
1966-04-01,49.4561887254902
1966-05-01,49.9330348601385
1966-06-01,56.5107845008589
1966-07-01,60.8071578145821
1966-08-01,60.2370280331232
1966-09-01,50.3942380591357
1966-10-01,51.1235529999243
1966-11-01,51.5192692409316
1966-12-01,52.0989703164485
1967-01-01,48.8466603951082
1967-02-01,49.3932905067809
1967-03-01,49.6234685849163
1967-04-01,50.3471703747947
1967-05-01,50.5079825834543
1967-06-01,57.206471723319
1967-07-01,61.1644368676574
1967-08-01,60.3186955716139
1967-09-01,50.9036367676468
1967-10-01,51.0882820294889
1967-11-01,51.3125875672885
1967-12-01,51.694073501821
1968-01-01,48.5064220183486
1968-02-01,49.2750439367311
1968-03-01,49.5923664680291
1968-04-01,50.4707685570396
1968-05-01,50.9656730558997
1968-06-01,56.8300047291644
1968-07-01,61.1671626624084
1968-08-01,60.2523773366598
1968-09-01,51.1641317667412
1968-10-01,51.3565961116901
1968-11-01,51.2209073683458
1968-12-01,51.6084215026184
1969-01-01,49.3343746671873
1969-02-01,50.0389270295138
1969-03-01,50.73246496523
1969-04-01,51.6630882404702
1969-05-01,51.3222124670764
1969-06-01,58.4258254262806
1969-07-01,62.1920492721165
1969-08-01,61.5363138240324
1969-09-01,52.6636278228192
1969-10-01,53.1169821787671
1969-11-01,53.380991849703
1969-12-01,53.4749965559994
1970-01-01,50.8332761813319
1970-02-01,50.6881125567736
1970-03-01,51.1691229025561
1970-04-01,51.3340339695562
1970-05-01,51.8244725738397
1970-06-01,56.1619895815829
1970-07-01,60.6828451882845
1970-08-01,59.5130237825595
1970-09-01,51.6289397805986
1970-10-01,51.7325589070028
1970-11-01,51.225280861967
1970-12-01,51.4647224220232
1971-01-01,49.0299479166667
1971-02-01,48.8328362080145
1971-03-01,48.8708948964449
1971-04-01,50.1942901185009
1971-05-01,50.5180684362008
1971-06-01,54.1360323371208
1971-07-01,59.7330543402448
1971-08-01,58.9680278569168
1971-09-01,51.2294563843236
1971-10-01,51.7984476557077
1971-11-01,51.6972101517728
1971-12-01,52.500550089586
1972-01-01,49.8682701546663
1972-02-01,49.8716640380988
1972-03-01,50.664692637488
1972-04-01,51.7022717478298
1972-05-01,52.7357070443304
1972-06-01,58.047032886276
1972-07-01,61.4794202189469
1972-08-01,61.0597320147728
1972-09-01,53.244577138679
1972-10-01,54.1218311143535
1972-11-01,54.3258580402391
1972-12-01,54.803321413419
1973-01-01,52.1355378895505
1973-02-01,52.7341275825667
1973-03-01,54.0964398377648
1973-04-01,54.576799688184
1973-05-01,55.1241399940174
1973-06-01,61.0862562634216
1973-07-01,63.9610679524958
1973-08-01,62.6329550181235
1973-09-01,55.8855787757522
1973-10-01,57.3613823303154
1973-11-01,57.0154454977703
1973-12-01,57.0392642377078
1974-01-01,54.3240203622588
1974-02-01,54.2022392248383
1974-03-01,54.9160035366932
1974-04-01,55.3506294858219
1974-05-01,56.0183146957823
1974-06-01,61.0343211901136
1974-07-01,64.0727315247895
1974-08-01,62.749788500248
1974-09-01,56.187787414867
1974-10-01,56.8569353667393
1974-11-01,55.7678369524251
1974-12-01,54.9337345911222
1975-01-01,51.872707846025
