DATE,LREM24TTUSM156S
1977-01-01,56.2524949562323
1977-02-01,56.6930696532936
1977-03-01,57.0020794460026
1977-04-01,57.0702453756135
1977-05-01,56.9842262912649
1977-06-01,57.8380797284585
1977-07-01,57.7103484223006
1977-08-01,58.1480225693279
1977-09-01,57.7846526313727
1977-10-01,58.2040626562934
1977-11-01,58.480366582979
1977-12-01,58.9106592789472
1978-01-01,58.6907858436227
1978-02-01,58.3465318877564
1978-03-01,58.5112382186717
1978-04-01,59.223700794025
1978-05-01,59.8725003789854
1978-06-01,60.6240919370501
1978-07-01,59.9638647975225
1978-08-01,60.9704903822455
1978-09-01,60.2090181978841
1978-10-01,60.7450336741494
1978-11-01,60.3315997221676
1978-12-01,60.4746753405332
1979-01-01,60.7384597804893
1979-02-01,60.8828217640054
1979-03-01,61.0170995337112
1979-04-01,60.7709505041032
1979-05-01,60.257204188564
1979-06-01,60.805584326392
1979-07-01,60.7140464365197
1979-08-01,59.8835183848188
1979-09-01,60.5346700653648
1979-10-01,60.1603066314622
1979-11-01,60.5310533843062
1979-12-01,60.4109574629125
1980-01-01,59.9289455226878
1980-02-01,59.6572812138026
1980-03-01,59.6526927739661
1980-04-01,58.8012662723998
1980-05-01,58.3086845424291
1980-06-01,58.0795599873847
1980-07-01,58.2638896580943
1980-08-01,57.7076215820265
1980-09-01,58.1303720626534
1980-10-01,58.3504420410944
1980-11-01,58.2127686011603
1980-12-01,58.434545721422
1981-01-01,58.4778063148655
1981-02-01,58.1528865998298
1981-03-01,58.2149441472623
1981-04-01,58.5575319276589
1981-05-01,58.012180686695
1981-06-01,57.0350898841626
1981-07-01,57.910505953601
1981-08-01,57.9281273097711
1981-09-01,57.2771258570186
1981-10-01,57.2814823532237
1981-11-01,56.7012127447339
1981-12-01,56.2135780688905
1982-01-01,56.0216566192744
1982-02-01,55.8196704800399
1982-03-01,55.8305681417316
1982-04-01,55.5556123031667
1982-05-01,55.9804726319705
1982-06-01,55.0270081827818
1982-07-01,54.8866763147721
1982-08-01,55.1901556029052
1982-09-01,54.9723115307937
1982-10-01,54.8000343602945
1982-11-01,54.6978390937133
1982-12-01,54.6022451373225
1983-01-01,54.7608387204386
1983-02-01,54.5710183441627
1983-03-01,54.4270350957976
1983-04-01,54.5469299885931
1983-05-01,54.3454836771256
1983-06-01,55.9954125300733
1983-07-01,56.2806347646279
1983-08-01,56.3558427496798
1983-09-01,56.3914440941061
1983-10-01,56.0052081519637
1983-11-01,56.8249252518413
1983-12-01,57.0775708052685
1984-01-01,57.0485140880579
1984-02-01,57.4316516949219
1984-03-01,57.5378142044612
1984-04-01,57.8459912557193
1984-05-01,58.587529338912
1984-06-01,59.5378933144189
1984-07-01,58.9544206425734
1984-08-01,57.6856736188726
1984-09-01,58.4725717428607
1984-10-01,58.6356153874838
1984-11-01,59.0554254490485
1984-12-01,58.8984489413849
1985-01-01,59.0744882482043
1985-02-01,58.9499118621992
1985-03-01,59.1198603998708
1985-04-01,59.2770864464541
1985-05-01,59.2240889846626
1985-06-01,58.3353365898442
1985-07-01,58.6751606031215
1985-08-01,58.647942965263
1985-09-01,59.2615904004681
1985-10-01,59.0113833757082
1985-11-01,59.2034503030424
1985-12-01,59.2524129811988
1986-01-01,59.0217574326203
1986-02-01,59.4955104208621
1986-03-01,59.7864213915474
1986-04-01,59.4141593996827
1986-05-01,59.336162055787
1986-06-01,59.5122659986316
1986-07-01,59.4030085574898
1986-08-01,59.4350731151777
1986-09-01,59.4682343390537
1986-10-01,59.6890942496115
1986-11-01,59.7967329957052
1986-12-01,59.4516270673494
1987-01-01,59.7415650079435
1987-02-01,59.8585492858118
1987-03-01,59.7412591164224
1987-04-01,59.769537828477
1987-05-01,60.2950992710039
1987-06-01,59.4386942952826
1987-07-01,60.0216147527234
1987-08-01,60.9340173292154
1987-09-01,60.0688802214141
1987-10-01,60.1585629093122
1987-11-01,60.3073832063135
1987-12-01,60.5251158699963
1988-01-01,60.9862359400375
1988-02-01,60.9361823543535
1988-03-01,59.9255681066529
1988-04-01,60.4075361210115
1988-05-01,60.0557678961264
1988-06-01,61.4393215622761
1988-07-01,61.1742600539221
1988-08-01,61.2972569351282
1988-09-01,61.2547088936621
1988-10-01,60.8933639369847
1988-11-01,60.8535855680692
1988-12-01,60.8029309556676
1989-01-01,60.4985059656413
1989-02-01,60.8957883820717
1989-03-01,61.3161985127873
1989-04-01,61.2952250798842
1989-05-01,61.1134863073867
1989-06-01,61.647411601491
1989-07-01,61.7524178654996
1989-08-01,62.0781272086544
1989-09-01,60.6975169507724
1989-10-01,60.9226281006195
1989-11-01,60.9369358779413
1989-12-01,60.1603548502803
1990-01-01,60.4591224380488
1990-02-01,60.414961793983
1990-03-01,60.8540023747064
1990-04-01,60.3803915696024
1990-05-01,60.3670298084524
1990-06-01,60.2964788994986
1990-07-01,59.9443145723296
1990-08-01,59.2984504617534
1990-09-01,59.1650088061809
1990-10-01,59.0392696995896
1990-11-01,58.5918354339468
1990-12-01,58.6527329685232
1991-01-01,58.5331602768905
1991-02-01,58.030318060717
1991-03-01,57.8407554014698
1991-04-01,57.7894013878817
1991-05-01,56.968764338806
1991-06-01,56.8371128457313
1991-07-01,56.4920385185709
1991-08-01,56.3648399177492
1991-09-01,56.966546173927
1991-10-01,56.8872929526018
1991-11-01,56.8513516530753
1991-12-01,56.2411292913106
1992-01-01,56.7867704881996
1992-02-01,56.6579315866693
1992-03-01,56.5909976698146
1992-04-01,56.6847625742838
1992-05-01,56.4503517162442
1992-06-01,56.190741271706
1992-07-01,56.8674033547144
1992-08-01,57.0998613494489
1992-09-01,56.9496784674674
1992-10-01,56.586820830884
1992-11-01,56.8360018223116
1992-12-01,57.0451605494766
1993-01-01,56.9369200823962
1993-02-01,57.0937862938909
1993-03-01,57.0933690594814
1993-04-01,56.8331354889322
1993-05-01,57.2243615745065
1993-06-01,57.0272033949776
1993-07-01,57.7483602751842
1993-08-01,57.6049778287574
1993-09-01,57.4695943714422
1993-10-01,57.2706589813845
1993-11-01,57.320054384748
1993-12-01,57.3614087521602
1994-01-01,57.363063090492
1994-02-01,57.917063112212
1994-03-01,57.4646826736664
1994-04-01,57.7258707192773
1994-05-01,58.0949863552242
1994-06-01,58.4515671090896
1994-07-01,57.937740105629
1994-08-01,58.6508541426778
1994-09-01,57.9227792716725
1994-10-01,58.6801283967596
1994-11-01,58.6769075565051
1994-12-01,58.8845807528502
1995-01-01,59.1230189836866
1995-02-01,58.712307826412
1995-03-01,58.9682399850245
1995-04-01,58.8605520739197
1995-05-01,58.2180866461767
1995-06-01,58.6996599733212
1995-07-01,58.1414880527792
1995-08-01,58.343281647702
1995-09-01,57.5493926417151
1995-10-01,57.5461639855124
1995-11-01,57.575768343865
1995-12-01,57.4766194860747
1996-01-01,57.0456581660695
1996-02-01,57.2378027088417
1996-03-01,57.6214531411507
1996-04-01,57.7670204543882
1996-05-01,58.0374661106712
1996-06-01,57.5546623134145
1996-07-01,57.4528145105518
1996-08-01,57.1975563362458
1996-09-01,58.184749988217
1996-10-01,58.2206112222608
1996-11-01,57.7179128992679
1996-12-01,57.6690569067499
1997-01-01,57.398357799407
1997-02-01,57.7142017870804
1997-03-01,58.093353091557
1997-04-01,58.0137061749041
1997-05-01,58.7641743868373
1997-06-01,57.7608357006498
1997-07-01,58.1981375971982
1997-08-01,57.8531936118651
1997-09-01,57.8465691139399
1997-10-01,57.7831943673374
1997-11-01,58.5974292852257
1997-12-01,58.5799090752424
1998-01-01,59.0432739309608
1998-02-01,58.9732860616693
1998-03-01,59.1025852241786
1998-04-01,59.1883093759812
1998-05-01,59.1613706092389
1998-06-01,58.9147472879792
1998-07-01,58.6773083033597
1998-08-01,58.7882918058172
1998-09-01,58.9901919732628
1998-10-01,58.9304480838362
1998-11-01,58.9848128276994
1998-12-01,59.3405396247653
1999-01-01,58.6524706762085
1999-02-01,59.0218917672476
1999-03-01,59.2441582100308
1999-04-01,58.6598126299762
1999-05-01,59.2806974369215
1999-06-01,58.662927443892
