DATE,LREM25TTUSM156S
1977-01-01,71.1178718600081
1977-02-01,71.2314561434139
1977-03-01,71.3552736191625
1977-04-01,71.5772923806304
1977-05-01,71.7464894473942
1977-06-01,71.8663710877721
1977-07-01,71.9110094314043
1977-08-01,72.0116638868066
1977-09-01,72.268441109928
1977-10-01,72.2808726119886
1977-11-01,72.6336774006152
1977-12-01,72.8569712248526
1978-01-01,73.0440870028504
1978-02-01,73.1957179636673
1978-03-01,73.2254014554277
1978-04-01,73.4778611299423
1978-05-01,73.3242812345274
1978-06-01,73.6070806790912
1978-07-01,73.544869419952
1978-08-01,73.468442844454
1978-09-01,73.8972738107112
1978-10-01,74.0586863121281
1978-11-01,74.1335423823848
1978-12-01,74.1833374340096
1979-01-01,74.1076849738185
1979-02-01,74.3220857250539
1979-03-01,74.3931168259952
1979-04-01,74.2962019601394
1979-05-01,74.4896603424179
1979-06-01,74.6018788975532
1979-07-01,74.8536462131032
1979-08-01,74.682159270433
1979-09-01,74.9502860841805
1979-10-01,74.9253994530756
1979-11-01,74.7222376406901
1979-12-01,75.1354907400066
1980-01-01,74.9335873256436
1980-02-01,74.8516177718218
1980-03-01,74.6348062488935
1980-04-01,74.4051196449233
1980-05-01,74.0906497108342
1980-06-01,74.0103318079042
1980-07-01,73.8919845068672
1980-08-01,73.900634508039
1980-09-01,74.1210180954287
1980-10-01,74.183750527692
1980-11-01,74.3697535839053
1980-12-01,74.3948085008797
1981-01-01,74.499096752937
1981-02-01,74.5566086283172
1981-03-01,74.7794667227751
1981-04-01,74.9984865046345
1981-05-01,75.0063450588376
1981-06-01,74.762531383345
1981-07-01,74.8352917668666
1981-08-01,74.8183867087354
1981-09-01,74.5726798375679
1981-10-01,74.536905572304
1981-11-01,74.4204287721224
1981-12-01,74.0063842428376
1982-01-01,74.0729435494199
1982-02-01,74.1349287512198
1982-03-01,73.8545589128111
1982-04-01,73.6987000779706
1982-05-01,73.7750356259273
1982-06-01,73.5918126537069
1982-07-01,73.5217803277681
1982-08-01,73.4757087253567
1982-09-01,73.0986460211218
1982-10-01,72.9615342333339
1982-11-01,72.7495079831545
1982-12-01,72.7044386545335
1983-01-01,72.9620865495171
1983-02-01,72.8378696884369
1983-03-01,72.9838952236014
1983-04-01,73.2288928315453
1983-05-01,73.1520375754133
1983-06-01,73.5115142188445
1983-07-01,73.836278117857
1983-08-01,74.0631214923432
1983-09-01,74.2486743082663
1983-10-01,74.3488803016424
1983-11-01,74.7163547727758
1983-12-01,74.8974244905896
1984-01-01,75.0389288407286
1984-02-01,75.3010826868566
1984-03-01,75.4456228322507
1984-04-01,75.4915651392859
1984-05-01,75.9181366009272
1984-06-01,76.1031396979213
1984-07-01,75.9740199805489
1984-08-01,76.1783271433528
1984-09-01,76.091147539973
1984-10-01,76.2410013296931
1984-11-01,76.2493126442869
1984-12-01,76.2958105843172
1985-01-01,76.3240488426824
1985-02-01,76.374245493523
1985-03-01,76.5322452267659
1985-04-01,76.4546845130961
1985-05-01,76.545404809161
1985-06-01,76.5032207582017
1985-07-01,76.5870448647
1985-08-01,76.7112926767056
1985-09-01,76.9419421728791
1985-10-01,76.9606423452254
1985-11-01,77.0428684019423
1985-12-01,77.0851289844614
1986-01-01,77.3458506051753
1986-02-01,76.9088383365716
1986-03-01,77.0270932756729
1986-04-01,77.0192598186823
1986-05-01,76.9950365765364
1986-06-01,77.2011806861968
1986-07-01,77.3158374976851
1986-08-01,77.4853287176009
1986-09-01,77.5310988123102
1986-10-01,77.5364734473445
1986-11-01,77.5555978448207
1986-12-01,77.844199971177
1987-01-01,77.8098983551092
1987-02-01,77.9433665824672
1987-03-01,77.9834242717583
1987-04-01,78.1508403368625
1987-05-01,78.4201002754988
1987-06-01,78.3503909653898
1987-07-01,78.4611863413581
1987-08-01,78.5227810485549
1987-09-01,78.6137424557181
1987-10-01,78.6583693571328
1987-11-01,78.7483125054205
1987-12-01,78.7544046654432
1988-01-01,78.812105191066
1988-02-01,78.8628529900921
1988-03-01,79.0161006157567
1988-04-01,79.2049125282909
1988-05-01,79.1508727769179
1988-06-01,79.0976409380988
1988-07-01,79.270871175625
1988-08-01,79.2625388759997
1988-09-01,79.2692995699428
1988-10-01,79.4137638173778
1988-11-01,79.53197005206
1988-12-01,79.4761433503359
1989-01-01,79.8128941010839
1989-02-01,79.8027311479507
1989-03-01,79.7502915333904
1989-04-01,79.7387485514443
1989-05-01,79.8370915721694
1989-06-01,79.9560845181858
1989-07-01,79.8871154437558
1989-08-01,79.9511046965163
1989-09-01,79.9817851590206
1989-10-01,79.9463831700069
1989-11-01,80.111682805446
1989-12-01,80.0384087299152
1990-01-01,80.0282545727548
1990-02-01,80.0816675959106
1990-03-01,79.9763639606938
1990-04-01,79.8486031366561
1990-05-01,79.9461715402333
1990-06-01,79.8377977508264
1990-07-01,79.6468177987404
1990-08-01,79.5561005484389
1990-09-01,79.4574684325028
1990-10-01,79.4105023326744
1990-11-01,79.1492652857326
1990-12-01,79.0530745731134
1991-01-01,78.8836095028584
1991-02-01,78.8940201107915
1991-03-01,78.6563273861323
1991-04-01,78.8980700781536
1991-05-01,78.5811242691006
1991-06-01,78.7234761473971
1991-07-01,78.6822525820234
1991-08-01,78.539261964375
1991-09-01,78.6110656789949
1991-10-01,78.4699586060864
1991-11-01,78.3810312916541
1991-12-01,78.3600810027827
1992-01-01,78.4175504738587
1992-02-01,78.2040704266136
1992-03-01,78.2476307106407
1992-04-01,78.3504533031672
1992-05-01,78.2751110319019
1992-06-01,78.3882302307806
1992-07-01,78.3418203534118
1992-08-01,78.2953144865286
1992-09-01,78.2178193154008
1992-10-01,78.1936383857936
1992-11-01,78.1461188634796
1992-12-01,78.1713057825542
1993-01-01,78.2817642502717
1993-02-01,78.2482837395045
1993-03-01,78.4190205179922
1993-04-01,78.3300383817555
1993-05-01,78.4989182026789
1993-06-01,78.5924299393124
1993-07-01,78.6196111550051
1993-08-01,78.7485748415544
1993-09-01,78.612809010486
1993-10-01,78.704948950694
1993-11-01,78.9205473125408
1993-12-01,78.9998880230523
1994-01-01,78.8163984259822
1994-02-01,78.8694037104861
1994-03-01,78.9328263330785
1994-04-01,78.9970017291775
1994-05-01,79.240250655747
1994-06-01,78.9588054280565
1994-07-01,79.1647591740907
1994-08-01,79.1636854735012
1994-09-01,79.4733658439456
1994-10-01,79.528253052035
1994-11-01,79.7755746642224
1994-12-01,79.8346258970348
1995-01-01,79.6876319763165
1995-02-01,79.9465789517981
1995-03-01,79.8947228536395
1995-04-01,79.7764293054084
1995-05-01,79.7159419153778
1995-06-01,79.6173403094989
1995-07-01,79.7645146533958
1995-08-01,79.6439217847855
1995-09-01,79.7897073847677
1995-10-01,79.8148999703049
1995-11-01,79.6837278597701
1995-12-01,79.7145680477801
1996-01-01,79.7452591992407
1996-02-01,79.9479262948869
1996-03-01,80.0079816174856
1996-04-01,79.9441025258326
1996-05-01,79.9938774056037
1996-06-01,80.1705215776816
1996-07-01,80.3695655919628
