DATE,LNS12024230
1987-12-01,14687
1988-01-01,14579
1988-02-01,14656
1988-03-01,14558
1988-04-01,14656
1988-05-01,14471
1988-06-01,14543
1988-07-01,14496
1988-08-01,14624
1988-09-01,14635
1988-10-01,14713
1988-11-01,14841
1988-12-01,14781
1989-01-01,14929
1989-02-01,14822
1989-03-01,14904
1989-04-01,14894
1989-05-01,14910
1989-06-01,14845
1989-07-01,14885
1989-08-01,14771
1989-09-01,14762
1989-10-01,14841
1989-11-01,14817
1989-12-01,14910
1990-01-01,14572
1990-02-01,14535
1990-03-01,14504
1990-04-01,14477
1990-05-01,14599
1990-06-01,14527
1990-07-01,14502
1990-08-01,14599
1990-09-01,14550
1990-10-01,14517
1990-11-01,14504
1990-12-01,14554
1991-01-01,14358
1991-02-01,14345
1991-03-01,14340
1991-04-01,14394
1991-05-01,14264
1991-06-01,14339
1991-07-01,14328
1991-08-01,14234
1991-09-01,14380
1991-10-01,14286
1991-11-01,14238
1991-12-01,14144
1992-01-01,14358
1992-02-01,14353
1992-03-01,14479
1992-04-01,14392
1992-05-01,14371
1992-06-01,14325
1992-07-01,14358
1992-08-01,14280
1992-09-01,14299
1992-10-01,14225
1992-11-01,14372
1992-12-01,14278
1993-01-01,14234
1993-02-01,14447
1993-03-01,14353
1993-04-01,14280
1993-05-01,14454
1993-06-01,14487
1993-07-01,14311
1993-08-01,14489
1993-09-01,14316
1993-10-01,14394
1993-11-01,14427
1993-12-01,14463
1994-01-01,14953
1994-02-01,14792
1994-03-01,14639
1994-04-01,14707
1994-05-01,14978
1994-06-01,14877
1994-07-01,14807
1994-08-01,14943
1994-09-01,14961
1994-10-01,14989
1994-11-01,15144
1994-12-01,15132
1995-01-01,15084
1995-02-01,15038
1995-03-01,14995
1995-04-01,15016
1995-05-01,14927
1995-06-01,14923
1995-07-01,15115
1995-08-01,15096
1995-09-01,15289
1995-10-01,15345
1995-11-01,15249
1995-12-01,15121
1996-01-01,15179
1996-02-01,15308
1996-03-01,15306
1996-04-01,15169
1996-05-01,15315
1996-06-01,15468
1996-07-01,15536
1996-08-01,15573
1996-09-01,15522
1996-10-01,15525
1996-11-01,15601
1996-12-01,15634
1997-01-01,15802
1997-02-01,15792
1997-03-01,15988
1997-04-01,15930
1997-05-01,16038
1997-06-01,15940
1997-07-01,15912
