DATE,LNS12034560
2006-10-01,2183
2006-11-01,2164
2006-12-01,2233
2007-01-01,2214
2007-02-01,2295
2007-03-01,2178
2007-04-01,2069
2007-05-01,2081
2007-06-01,1946
2007-07-01,2016
2007-08-01,1863
2007-09-01,2095
2007-10-01,2121
2007-11-01,2148
2007-12-01,2219
2008-01-01,2205
2008-02-01,2190
2008-03-01,2172
2008-04-01,2115
2008-05-01,2113
2008-06-01,2127
2008-07-01,2134
2008-08-01,2148
2008-09-01,2231
2008-10-01,2199
2008-11-01,2207
2008-12-01,2209
2009-01-01,2147
2009-02-01,2130
2009-03-01,2031
2009-04-01,2146
2009-05-01,2145
2009-06-01,2165
2009-07-01,2126
2009-08-01,2088
2009-09-01,2033
2009-10-01,2039
2009-11-01,2098
2009-12-01,2087
2010-01-01,2128
2010-02-01,2308
2010-03-01,2211
2010-04-01,2295
2010-05-01,2202
2010-06-01,2144
2010-07-01,2174
2010-08-01,2165
2010-09-01,2157
2010-10-01,2331
2010-11-01,2184
2010-12-01,2178
2011-01-01,2264
2011-02-01,2264
2011-03-01,2259
2011-04-01,2150
2011-05-01,2240
2011-06-01,2262
2011-07-01,2233
2011-08-01,2357
2011-09-01,2225
2011-10-01,2197
2011-11-01,2240
2011-12-01,2347
2012-01-01,2203
2012-02-01,2191
2012-03-01,2236
2012-04-01,2206
2012-05-01,2299
2012-06-01,2233
2012-07-01,2230
2012-08-01,2117
2012-09-01,2164
2012-10-01,2157
2012-11-01,2113
2012-12-01,2062
2013-01-01,2052
2013-02-01,2067
2013-03-01,1991
2013-04-01,2041
2013-05-01,2102
2013-06-01,2106
2013-07-01,2209
2013-08-01,2230
2013-09-01,2190
2013-10-01,2182
2013-11-01,2121
2013-12-01,2232
2014-01-01,2171
2014-02-01,2135
2014-03-01,2084
2014-04-01,2140
2014-05-01,2046
2014-06-01,2162
2014-07-01,2199
2014-08-01,2305
2014-09-01,2387
2014-10-01,2425
2014-11-01,2397
2014-12-01,2379
2015-01-01,2431
2015-02-01,2416
2015-03-01,2479
2015-04-01,2388
2015-05-01,2370
2015-06-01,2556
2015-07-01,2406
2015-08-01,2379
2015-09-01,2373
2015-10-01,2430
2015-11-01,2411
2015-12-01,2433
2016-01-01,2390
2016-02-01,2454
2016-03-01,2555
2016-04-01,2572
2016-05-01,2556
2016-06-01,2514
2016-07-01,2423
2016-08-01,2564
2016-09-01,2432
2016-10-01,2330
2016-11-01,2394
2016-12-01,2323
2017-01-01,2411
2017-02-01,2437
2017-03-01,2503
2017-04-01,2682
2017-05-01,2501
2017-06-01,2466
2017-07-01,2349
2017-08-01,2378
2017-09-01,2286
2017-10-01,2487
2017-11-01,2461
2017-12-01,2512
2018-01-01,2480
2018-02-01,2450
2018-03-01,2331
2018-04-01,2312
2018-05-01,2353
2018-06-01,2363
2018-07-01,2493
2018-08-01,2346
2018-09-01,2478
2018-10-01,2418
2018-11-01,2556
2018-12-01,2522
2019-01-01,2576
2019-02-01,2510
2019-03-01,2332
2019-04-01,2394
2019-05-01,2432
2019-06-01,2320
2019-07-01,2402
