DATE,LNS12000093
1974-07-01,16789
1974-08-01,16645
1974-09-01,16544
1974-10-01,16575
1974-11-01,16403
1974-12-01,16389
1975-01-01,16202
1975-02-01,16217
1975-03-01,16232
1975-04-01,16182
1975-05-01,16149
1975-06-01,16173
1975-07-01,16190
1975-08-01,16241
1975-09-01,16142
1975-10-01,16228
1975-11-01,16175
1975-12-01,16168
1976-01-01,16212
1976-02-01,16225
1976-03-01,16159
1976-04-01,16208
1976-05-01,16240
1976-06-01,16264
1976-07-01,16266
1976-08-01,16284
1976-09-01,16239
1976-10-01,16265
1976-11-01,16186
1976-12-01,16166
1977-01-01,16124
1977-02-01,16133
1977-03-01,16155
1977-04-01,16196
1977-05-01,16208
1977-06-01,16177
1977-07-01,16149
1977-08-01,16119
1977-09-01,16241
1977-10-01,16297
1977-11-01,16395
1977-12-01,16361
1978-01-01,16367
1978-02-01,16339
1978-03-01,16357
1978-04-01,16347
1978-05-01,16220
1978-06-01,16205
1978-07-01,16321
1978-08-01,16316
1978-09-01,16373
1978-10-01,16382
1978-11-01,16434
1978-12-01,16424
1979-01-01,16461
1979-02-01,16445
1979-03-01,16460
1979-04-01,16273
1979-05-01,16213
1979-06-01,16230
1979-07-01,16399
1979-08-01,16382
1979-09-01,16352
1979-10-01,16310
1979-11-01,16324
1979-12-01,16449
1980-01-01,16391
1980-02-01,16375
1980-03-01,16320
1980-04-01,16267
1980-05-01,16172
1980-06-01,16189
1980-07-01,16141
1980-08-01,16174
1980-09-01,16232
1980-10-01,16175
1980-11-01,16131
1980-12-01,16236
1981-01-01,16344
1981-02-01,16344
1981-03-01,16370
1981-04-01,16462
1981-05-01,16419
1981-06-01,16280
1981-07-01,16231
1981-08-01,16152
1981-09-01,16075
1981-10-01,16137
1981-11-01,16167
1981-12-01,16081
1982-01-01,15937
1982-02-01,15966
1982-03-01,15965
1982-04-01,15963
1982-05-01,16042
1982-06-01,16037
1982-07-01,16047
1982-08-01,15897
1982-09-01,15860
1982-10-01,15841
1982-11-01,15797
1982-12-01,15748
1983-01-01,15669
1983-02-01,15577
1983-03-01,15664
1983-04-01,15647
1983-05-01,15627
1983-06-01,15785
1983-07-01,15889
1983-08-01,15973
1983-09-01,16023
1983-10-01,15994
1983-11-01,15955
1983-12-01,15957
1984-01-01,15985
1984-02-01,15966
1984-03-01,16105
1984-04-01,16160
1984-05-01,16151
1984-06-01,16267
1984-07-01,16224
1984-08-01,16309
1984-09-01,16194
1984-10-01,16224
1984-11-01,16289
1984-12-01,16274
1985-01-01,16390
1985-02-01,16472
1985-03-01,16493
1985-04-01,16497
1985-05-01,16476
1985-06-01,16429
1985-07-01,16418
1985-08-01,16567
1985-09-01,16535
1985-10-01,16528
1985-11-01,16642
1985-12-01,16677
1986-01-01,16862
1986-02-01,16832
1986-03-01,16782
1986-04-01,16806
1986-05-01,16781
1986-06-01,16882
1986-07-01,16962
1986-08-01,16960
1986-09-01,17023
1986-10-01,17156
1986-11-01,17136
1986-12-01,17213
1987-01-01,17166
1987-02-01,17162
1987-03-01,17244
1987-04-01,17319
1987-05-01,17461
1987-06-01,17448
1987-07-01,17479
1987-08-01,17515
1987-09-01,17660
1987-10-01,17668
1987-11-01,17763
1987-12-01,17936
1988-01-01,18029
1988-02-01,18110
1988-03-01,18239
1988-04-01,18284
1988-05-01,18378
1988-06-01,18388
1988-07-01,18493
1988-08-01,18592
1988-09-01,18567
1988-10-01,18673
1988-11-01,18780
1988-12-01,18795
1989-01-01,18972
1989-02-01,19022
1989-03-01,19092
1989-04-01,19211
1989-05-01,19225
1989-06-01,19236
1989-07-01,19218
1989-08-01,19317
1989-09-01,19420
1989-10-01,19432
1989-11-01,19570
1989-12-01,19552
1990-01-01,19346
1990-02-01,19416
1990-03-01,19426
1990-04-01,19377
1990-05-01,19476
1990-06-01,19534
1990-07-01,19573
1990-08-01,19598
1990-09-01,19673
1990-10-01,19660
1990-11-01,19647
1990-12-01,19578
1991-01-01,19652
1991-02-01,19662
1991-03-01,19689
1991-04-01,19807
1991-05-01,19743
1991-06-01,19826
1991-07-01,19883
1991-08-01,19922
1991-09-01,20011
1991-10-01,20047
1991-11-01,20124
1991-12-01,20219
1992-01-01,20352
1992-02-01,20474
1992-03-01,20598
1992-04-01,20853
1992-05-01,20865
1992-06-01,21064
1992-07-01,21139
1992-08-01,21283
1992-09-01,21301
1992-10-01,21380
1992-11-01,21438
1992-12-01,21515
1993-01-01,21539
1993-02-01,21669
1993-03-01,21715
1993-04-01,21773
1993-05-01,21979
1993-06-01,22076
1993-07-01,22131
1993-08-01,22285
1993-09-01,22433
1993-10-01,22645
1993-11-01,22922
1993-12-01,22927
1994-01-01,23030
1994-02-01,23003
1994-03-01,23094
1994-04-01,23048
1994-05-01,23177
1994-06-01,23015
1994-07-01,23247
1994-08-01,23435
1994-09-01,23696
1994-10-01,23683
1994-11-01,23866
1994-12-01,23901
1995-01-01,24011
1995-02-01,24145
1995-03-01,24213
1995-04-01,24219
1995-05-01,24277
1995-06-01,24179
1995-07-01,24413
1995-08-01,24433
1995-09-01,24589
1995-10-01,24629
1995-11-01,24670
1995-12-01,24782
1996-01-01,24850
1996-02-01,24995
1996-03-01,25088
1996-04-01,25263
1996-05-01,25319
1996-06-01,25559
1996-07-01,25748
1996-08-01,25815
1996-09-01,25810
1996-10-01,25873
1996-11-01,25910
1996-12-01,25967
1997-01-01,26238
1997-02-01,26298
1997-03-01,26448
1997-04-01,26592
1997-05-01,26667
1997-06-01,26778
1997-07-01,26883
1997-08-01,26915
1997-09-01,26924
1997-10-01,26991
1997-11-01,27092
1997-12-01,27136
1998-01-01,27162
1998-02-01,27211
1998-03-01,27287
1998-04-01,27340
1998-05-01,27478
1998-06-01,27510
1998-07-01,27509
1998-08-01,27652
1998-09-01,27880
1998-10-01,27861
1998-11-01,28059
1998-12-01,28111
1999-01-01,28362
1999-02-01,28230
1999-03-01,28229
1999-04-01,28402
1999-05-01,28477
1999-06-01,28598
1999-07-01,28538
1999-08-01,28798
1999-09-01,28767
1999-10-01,28985
1999-11-01,29050
1999-12-01,29198
2000-01-01,29946
2000-02-01,30089
2000-03-01,30173
2000-04-01,30196
2000-05-01,30222
2000-06-01,30218
2000-07-01,30258
2000-08-01,30223
2000-09-01,30408
2000-10-01,30561
2000-11-01,30670
2000-12-01,30737
2001-01-01,30901
2001-02-01,30783
2001-03-01,30988
2001-04-01,30928
2001-05-01,31059
2001-06-01,31123
2001-07-01,31201
2001-08-01,31039
2001-09-01,31210
2001-10-01,31040
2001-11-01,31037
2001-12-01,31104
2002-01-01,31059
2002-02-01,31210
2002-03-01,31167
2002-04-01,31152
2002-05-01,31138
2002-06-01,31108
2002-07-01,31177
2002-08-01,31413
2002-09-01,31554
2002-10-01,31486
2002-11-01,31439
2002-12-01,31449
2003-01-01,31489
2003-02-01,31583
2003-03-01,31718
2003-04-01,31771
2003-05-01,31885
2003-06-01,32051
2003-07-01,31999
2003-08-01,32003
2003-09-01,31983
2003-10-01,32071
2003-11-01,32106
2003-12-01,32296
2004-01-01,32287
2004-02-01,32309
2004-03-01,32213
2004-04-01,32362
2004-05-01,32337
2004-06-01,32387
