UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2010,999,309326085,152077018,157249067,119854019,122382402,19259845,21096726,1895986,1856285,7267998,7994978,344735,333467,3454435,3585209,122897257,125521048,20702822,22646346,3065915,3095230,8528415,9272740,671558,668347,126330112,132248502,97063824,100322803,18116412,19897522,1118365,1150332,7017970,7744259,252068,247821,2761473,2885765,99492920,102844224,19261434,21136023,1974939,2077690,8086109,8827375,511055,514740,25746906,25000565,22790195,22059599,1143433,1199204,777621,705953,250028,250719,92667,85646,692962,699444,23404337,22676824,1441388,1510323,1090976,1017540,442306,445365,160503,153607
R,7,2010,0,3951430,2018474,1932956,1465104,1398652,303283,294336,32514,31687,93077,87725,5840,5609,118656,114947,1574501,1504405,367109,356742,56936,55636,136221,129028,14301,13726,1498645,1432338,1020794,970694,275242,267355,17250,17093,87136,82120,3871,3679,94352,91397,1108234,1055196,326956,317778,33137,32821,122766,116291,10033,9539,519829,500618,444310,427958,28041,26981,15264,14594,5941,5605,1969,1930,24304,23550,466267,449209,40153,38964,23799,22815,13455,12737,4268,4187
R,7,2010,1,3957730,2020235,1937495,1465926,1399952,305712,297722,32666,31675,94080,90269,5905,5835,115946,112042,1572452,1503041,368216,358809,56539,54330,136122,130449,14123,13796,1506737,1443397,1027336,978101,277551,270412,17379,16962,88047,84595,3886,3865,92538,89462,1112792,1060847,328470,320237,32979,31688,122905,118006,9906,9695,513498,494098,438590,421851,28161,27310,15287,14713,6033,5674,2019,1970,23408,22580,459660,442194,39746,38572,23560,22642,13217,12443,4217,4101
R,7,2010,2,4090621,2088545,2002076,1517103,1446850,315734,307738,34026,32815,99344,96131,6128,5868,116210,112674,1623770,1550271,378254,369398,57867,55910,141502,136331,14619,13759,1556968,1492912,1061315,1011071,287041,280044,18023,17585,93457,90410,4072,3835,93060,89967,1147127,1094010,338249,330415,33666,32579,128538,123763,10279,9626,531577,509164,455788,435779,28693,27694,16003,15230,5887,5721,2056,2033,23150,22707,476643,456261,40005,38983,24201,23331,12964,12568,4340,4133
R,7,2010,3,4111688,2101149,2010539,1532470,1460849,316601,306076,34582,33047,98799,95249,6088,5956,112609,109362,1635870,1561031,376926,365211,58090,55939,139667,134420,14304,13897,1569896,1500804,1076550,1023007,288359,279086,18058,17719,92805,89645,4069,3934,90055,87413,1159667,1103429,337655,327552,33510,32647,126692,122218,10100,9741,531253,509735,455920,437842,28242,26990,16524,15328,5994,5604,2019,2022,22554,21949,476203,457602,39271,37659,24580,23292,12975,12202,4204,4156
R,7,2010,4,4077346,2084214,1993132,1530766,1455280,307595,299965,33849,32593,98004,95715,5976,5722,108024,103857,1629881,1550535,364609,355330,56861,54578,137590,133344,13838,13232,1564582,1495032,1082694,1026073,280856,273930,18061,17550,92249,90417,3982,3813,86740,83249,1162613,1102754,327721,319474,33208,31972,125345,121743,9787,9302,519632,498100,448072,429207,26739,26035,15788,15043,5755,5298,1994,1909,21284,20608,467268,447781,36888,35856,23653,22606,12245,11601,4051,3930
R,7,2010,5,4064521,2076481,1988040,1530676,1456082,303996,294402,33446,32646,98983,98711,5967,5725,103413,100474,1625322,1547870,357848,347264,56088,54446,137177,135323,13498,12987,1567938,1501556,1091169,1036181,278158,269359,18015,17566,93461,93535,4030,3941,83105,80974,1167578,1110434,322425,313003,32952,31941,125472,124309,9586,9354,508543,486484,439507,419901,25838,25043,15431,15080,5522,5176,1937,1784,20308,19500,457744,437436,35423,34261,23136,22505,11705,11014,3912,3633
R,7,2010,6,4072904,2079365,1993539,1540668,1466978,301613,292577,32584,31922,98880,99434,5766,5443,99854,97185,1632060,1555911,352883,343100,54748,53519,135992,135046,13143,12586,1583818,1516283,1110975,1053775,276897,268569,17900,17311,93512,94396,3985,3722,80549,78510,1185037,1125876,319202,310372,32743,31925,124681,124306,9481,8990,495547,477256,429693,413203,24716,24008,14684,14611,5368,5038,1781,1721,19305,18675,447023,430035,33681,32728,22005,21594,11311,10740,3662,3596
R,7,2010,7,4042990,2063100,1979890,1532228,1460233,299554,291235,32325,31270,98138,98967,5723,5436,95132,92749,1619026,1545021,348175,338702,54116,52640,133240,133075,12954,12216,1577224,1511118,1110284,1053364,275440,268111,17642,17004,92958,93950,3944,3748,76956,74941,1180790,1122187,315698,307398,32341,31464,122509,122570,9336,8862,485876,468772,421944,406869,24114,23124,14683,14266,5180,5017,1779,1688,18176,17808,438236,422834,32477,31304,21775,21176,10731,10505,3618,3354
R,7,2010,8,4025502,2054386,1971116,1526919,1454987,304750,295996,32236,30976,93617,93950,5543,5307,91321,89900,1610236,1536790,351302,342444,53750,52455,126956,126198,12438,12038,1574890,1509650,1109765,1054041,281090,272979,17817,17134,88643,89187,3858,3640,73717,72669,1177296,1120498,319696,311479,32277,31711,116566,116210,9062,8708,479496,461466,417154,400946,23660,23017,14419,13842,4974,4763,1685,1667,17604,17231,432940,416292,31606,30965,21473,20744,10390,9988,3376,3330
