UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2019,999,329158518,162120378,167038140,124407344,126533481,21179858,23013254,2111145,2081463,9455806,10368598,412285,401664,4553940,4639680,128465479,130645898,23226426,25143873,3461854,3495028,11146491,12055355,814685,808163,131322765,136837427,97348662,100046779,19718810,21502954,1196402,1235648,9149348,10060375,299916,296551,3609627,3695120,100563857,103318698,21326563,23185847,2151734,2256535,10580260,11487035,614332,615794,30797613,30200713,27058682,26486702,1461048,1510300,914743,845815,306458,308223,112369,105113,944313,944560,27901622,27327200,1899863,1958026,1310120,1238493,566231,568320,200353,192369
R,7,2019,0,3848571,1968696,1879875,1404833,1341039,298691,285320,31580,30201,101148,96839,6196,5956,126248,120520,1521453,1452363,368561,352037,55752,53282,146742,140344,14873,14240,1448247,1383023,963382,919624,269218,257182,16054,15366,94662,90660,4012,3868,100919,96323,1057112,1009083,326099,311487,31660,30266,132458,126718,10339,9907,520449,496852,441451,421415,29473,28138,15526,14835,6486,6179,2184,2088,25329,24197,464341,443280,42462,40550,24092,23016,14284,13626,4534,4333
R,7,2019,1,3867008,1977950,1889058,1415591,1349040,299354,288458,31506,30263,104110,99240,6237,6033,121152,116024,1527224,1455943,365206,351860,55399,53126,148516,141497,14739,14135,1460085,1393098,975684,927999,270032,260281,16084,15404,97624,93063,4056,3927,96605,92424,1065164,1013593,323405,311640,31556,30176,134466,128092,10278,9853,517865,495960,439907,421041,29322,28177,15422,14859,6486,6177,2181,2106,24547,23600,462060,442350,41801,40220,23843,22950,14050,13405,4461,4282
R,7,2019,2,3930184,2010227,1919957,1439222,1369419,303202,294560,31872,30697,108601,102966,6337,6124,120993,116191,1550599,1476371,368410,357841,55962,53767,153312,145386,14897,14263,1485740,1416077,993313,941493,273540,265898,16289,15597,102031,96697,4133,3977,96434,92415,1082532,1026983,326311,317045,31906,30484,139179,131871,10421,9939,524487,503880,445909,427926,29662,28662,15583,15100,6570,6269,2204,2147,24559,23776,468067,449388,42099,40796,24056,23283,14133,13515,4476,4324
R,7,2019,3,4006697,2047747,1958950,1464468,1394581,309170,301516,32458,31425,112230,106971,6443,6265,122978,118192,1577619,1503341,375447,365925,56942,54924,157724,150079,15147,14556,1508908,1440690,1005909,954005,279028,272360,16428,15859,105484,100550,4189,4077,97870,93839,1096400,1040770,332601,324323,32235,30982,143252,136260,10577,10148,538839,518260,458559,440576,30142,29156,16030,15566,6746,6421,2254,2188,25108,24353,481219,462571,42846,41602,24707,23942,14472,13819,4570,4408
R,7,2019,4,4050393,2071154,1979239,1477398,1407533,313031,304275,32671,31641,117595,110847,6486,6287,123973,118656,1591450,1516712,379781,368680,57353,55231,163499,154385,15274,14576,1533078,1461149,1019793,967311,282282,274590,16783,16119,111058,104550,4292,4128,98870,94451,1111176,1054630,336225,326605,32812,31368,149336,140756,10788,10240,538076,518090,457605,440222,30749,29685,15888,15522,6537,6297,2194,2159,25103,24205,480274,462082,43556,42075,24541,23863,14163,13629,4486,4336
R,7,2019,5,4034085,2064492,1969593,1476196,1402279,312438,303836,33050,31776,114125,108358,6255,6052,122428,117292,1588842,1510182,377918,367599,57631,55226,159652,151169,15082,14373,1530997,1458229,1022472,967697,281756,274316,17155,16455,107855,102356,4189,4034,97570,93371,1112695,1054011,334609,325852,33141,31659,145784,137904,10672,10145,533495,511364,453724,434582,30682,29520,15895,15321,6270,6002,2066,2018,24858,23921,476147,456171,43309,41747,24490,23567,13868,13265,4410,4228
R,7,2019,6,4022395,2055756,1966639,1468533,1401089,310691,302422,32784,31478,116327,109968,6312,6055,121109,115627,1579841,1507290,375029,364677,57202,54886,161734,152647,15238,14387,1525570,1455827,1016397,965731,280898,273545,17335,16596,110235,103958,4269,4030,96436,91967,1105452,1050599,332746,323762,33211,31808,148083,139430,10812,10088,530186,510812,452136,435358,29793,28877,15449,14882,6092,6010,2043,2025,24673,23660,474389,456691,42283,40915,23991,23078,13651,13217,4426,4299
R,7,2019,7,4027276,2058366,1968910,1476714,1408856,311149,302104,33337,32039,111673,106199,6106,5864,119387,113848,1586413,1513455,374795,363225,57797,55357,155962,148081,14815,14155,1524044,1454615,1020469,969337,281687,273749,17348,16758,105711,100453,4071,3904,94758,90414,1107943,1052806,332832,322976,33205,31891,142560,135230,10441,9942,534322,514295,456245,439519,29462,28355,15989,15281,5962,5746,2035,1960,24629,23434,478470,460649,41963,40249,24592,23466,13402,12851,4374,4213
R,7,2019,8,4071192,2082175,1989017,1502343,1430698,312637,303891,32255,31213,109388,103893,6069,5763,119483,113559,1612215,1535015,376202,364694,57005,54875,153496,145492,14846,14020,1533847,1461086,1029636,976360,284494,276105,17628,16816,103578,98309,4059,3833,94452,89663,1116893,1059099,335471,324802,33610,32103,140092,132728,10440,9810,548328,527931,472707,454338,28143,27786,14627,14397,5810,5584,2010,1930,25031,23896,495322,475916,40731,39892,23395,22772,13404,12764,4406,4210
R,7,2019,9,4067665,2075733,1991932,1491964,1425893,311599,303236,32903,32016,112954,108359,6110,5983,120203,116445,1602638,1532891,375943,366182,57488,56092,157136,150660,14715,14240,1532781,1468660,1026886,977692,282398,274991,17215,17048,106972,102670,4105,4006,95205,92253,1114942,1062832,334111,325437,33044,32713,143603,137819,10416,10007,542952,523272,465078,448201,29201,28245,15688,14968,5982,5689,2005,1977,24998,24192,487696,470059,41832,40745,24444,23379,13533,12841,4299,4233
R,7,2019,10,4067494,2074528,1992966,1492179,1426506,313934,306558,33018,31938,111935,108315,6173,6176,117289,113473,1599839,1530797,376952,368207,57023,54753,154829,149364,14498,14259,1538200,1476381,1033066,984521,284553,278009,17363,16930,105861,102549,4142,4183,93215,90189,1119021,1067803,335471,327848,32890,31605,141545,136791,10270,10135,536328,516585,459113,441985,29381,28549,15655,15008,6074,5766,2031,1993,24074,23284,480818,462994,41481,40359,24133,23148,13284,12573,4228,4124
R,7,2019,11,4195821,2140853,2054968,1542849,1473399,323813,316334,34355,33053,115947,111989,6420,6206,117469,113987,1650575,1577931,386856,378573,58338,56309,158856,152922,15015,14208,1586277,1522862,1066462,1016965,293810,287412,18001,17574,110018,106198,4340,4144,93646,90569,1152696,1100341,345008,337799,33580,32512,145822,140251,10651,10044,554576,532106,476387,456434,30003,28922,16354,15479,5929,5791,2080,2062,23823,23418,497879,477590,41848,40774,24758,23797,13034,12671,4364,4164
R,7,2019,12,4214723,2152789,2061934,1558143,1487132,324807,314694,34910,33263,114663,109920,6361,6300,113905,110625,1662626,1588389,385673,374419,58566,56322,156298,149756,14697,14336,1598111,1528853,1081194,1028259,295218,286455,18037,17704,108618,104259,4324,4232,90720,87944,1164795,1109063,344548,334945,33448,32584,143248,137448,10475,10132,554678,533081,476949,458873,29589,28239,16873,15559,6045,5661,2037,2068,23185,22681,497831,479326,41125,39474,25118,23738,13050,12308,4222,4204
R,7,2019,13,4181189,2135971,2045218,1556672,1481895,315972,308998,34192,32854,113492,110242,6252,6078,109391,105151,1656937,1578257,373562,364965,57389,55018,153875,148546,14220,13677,1592103,1522768,1086907,1030816,287820,281592,18043,17550,107667,104879,4232,4124,87434,83807,1167340,1107907,334740,327167,33172,31927,141515,136834,10144,9701,543868,522450,469765,451079,28152,27406,16149,15304,5825,5363,2020,1954,21957,21344,489597,470350,38822,37798,24217,23091,12360,11712,4076,3976
R,7,2019,14,4170772,2129020,2041752,1556970,1483399,312526,303718,33787,32935,114727,113778,6248,6108,104762,101814,1652774,1576335,366989,357216,56624,54909,153632,151090,13877,13468,1595270,1529801,1094981,1040621,285198,277276,17985,17555,109113,108525,4274,4268,83719,81556,1171846,1115302,329503,320960,32893,31888,141800,139948,9929,9778,533750,511951,461989,442778,27328,26442,15802,15380,5614,5253,1974,1840,21043,20258,480928,461033,37486,36256,23731,23021,11832,11142,3948,3690
R,7,2019,15,4183195,2133884,2049311,1567762,1494966,310432,302194,32988,32242,115443,115526,6061,5833,101198,98550,1660310,1585075,362331,353368,55372,54058,153225,151814,13531,13058,1611811,1545517,1114501,1058004,284132,276759,17889,17275,109963,110388,4226,4045,81100,79046,1188973,1130504,326466,318586,32700,31850,141750,140912,9812,9391,522073,503794,453261,436962,26300,25435,15099,14967,5480,5138,1835,1788,20098,19504,471337,454571,35865,34782,22672,22208,11475,10902,3719,3667
R,7,2019,16,4159834,2121291,2038543,1560983,1489182,309042,301339,32759,31626,115934,116371,6026,5811,96547,94214,1648996,1575231,358339,349521,54777,53233,151729,151183,13357,12693,1607111,1541888,1114025,1057400,283178,276670,17600,16986,110588,111232,4196,4062,77524,75538,1184948,1126665,323468,315999,32258,31416,140778,140502,9684,9276,514180,496655,446958,431782,25864,24669,15159,14640,5346,5139,1830,1749,19023,18676,464048,448566,34871,33522,22519,21817,10951,10681,3673,3417
