GEO.id,GEO.id2,GEO.display-label,CivilPop_M42010,CivilPop_M52010,CivilPop_M62010,CivilPop_M72010,CivilPop_M82010,CivilPop_M92010,CivilPop_M102010,CivilPop_M112010,CivilPop_M122010,CivilPop_M12011,CivilPop_M22011,CivilPop_M32011,CivilPop_M42011,CivilPop_M52011,CivilPop_M62011,CivilPop_M72011,CivilPop_M82011,CivilPop_M92011,CivilPop_M102011,CivilPop_M112011,CivilPop_M122011,CivilPop_M12012,CivilPop_M22012,CivilPop_M32012,CivilPop_M42012,CivilPop_M52012,CivilPop_M62012,CivilPop_M72012,CivilPop_M82012,CivilPop_M92012,CivilPop_M102012,CivilPop_M112012,CivilPop_M122012,CivilPop_M12013,CivilPop_M22013,CivilPop_M32013,CivilPop_M42013,CivilPop_M52013,CivilPop_M62013,CivilPop_M72013,CivilPop_M82013,CivilPop_M92013,CivilPop_M102013,CivilPop_M112013,CivilPop_M122013,CivilPop_M12014,CivilPop_M22014,CivilPop_M32014,CivilPop_M42014,CivilPop_M52014,CivilPop_M62014,CivilPop_M72014,CivilPop_M82014,CivilPop_M92014,CivilPop_M102014,CivilPop_M112014,CivilPop_M122014,CivilPop_M12015,CivilPop_M22015,CivilPop_M32015,CivilPop_M42015,CivilPop_M52015,CivilPop_M62015,CivilPop_M72015,CivilPop_M82015,CivilPop_M92015,CivilPop_M102015,CivilPop_M112015,CivilPop_M122015,CivilPop_M12016,CivilPop_M22016,CivilPop_M32016,CivilPop_M42016,CivilPop_M52016,CivilPop_M62016,CivilPop_M72016,CivilPop_M82016,CivilPop_M92016,CivilPop_M102016,CivilPop_M112016,CivilPop_M122016,CivilPop_M12017,CivilPop_M22017,CivilPop_M32017,CivilPop_M42017,CivilPop_M52017,CivilPop_M62017,CivilPop_M72017,CivilPop_M82017,CivilPop_M92017,CivilPop_M102017,CivilPop_M112017,CivilPop_M122017,CivilPop_M12018,CivilPop_M22018,CivilPop_M32018,CivilPop_M42018,CivilPop_M52018,CivilPop_M62018,CivilPop_M72018,CivilPop_M82018,CivilPop_M92018,CivilPop_M102018,CivilPop_M112018,CivilPop_M122018,CivilPop_M12019,CivilPop_M22019,CivilPop_M32019,CivilPop_M42019,CivilPop_M52019,CivilPop_M62019,CivilPop_M72019
0100000US,,United States,307528001,307709736,307893224,308090846,308314194,308533952,308765473,308962674,309148393,309335215,309483204,309635011,309803212,309977315,310157209,310362359,310573392,310800397,311025468,311210797,311395037,311584613,311740492,311908175,312079321,312250217,312439497,312634059,312847443,313072203,313284364,313490005,313673888,313844886,313973909,314114041,314271049,314436348,314622816,314815159,315036157,315263502,315484313,315695826,315884593,316078106,316238208,316404033,316578963,316762190,316958071,317160490,317399263,317639821,317877918,318095271,318282928,318474252,318624597,318781306,318956393,319142406,319342760,319546159,319769435,319993209,320220066,320426140,320621599,320808676,320972484,321125008,321296710,321479081,321664998,321868857,322079148,322289506,322502413,322691809,322863636,323032791,323172612,323305905,323455427,323614882,323779168,323956506,324152847,324348477,324546288,324721381,324880829,325032134,325178371,325313130,325464470,325625308,325795744,325980513,326176854,326371392,326567554,326740468,326895465,327044416,327187348,327319447,327466854,327623923,327790593,327971597
