UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2015,999,320742673,157910775,162831898,122600067,124811437,20371628,22189384,2020138,1984434,8478291,9310862,382830,371244,4057821,4164537,126199747,128484560,22142634,24055060,3290973,3321688,9976558,10814463,751830,746022,129425397,134953389,97497676,100295878,19053550,20819713,1167525,1201672,8197916,9028827,279523,275182,3229207,3332117,100359932,103230750,20451359,22301255,2080518,2182727,9466818,10301796,569397,571246,28485378,27878509,25102391,24515559,1318078,1369671,852613,782762,280375,282035,103307,96062,828614,832420,25839815,25253810,1691275,1753805,1210455,1138961,509740,512667,182433,174776
R,7,2015,0,3983965,2037643,1946322,1462525,1393257,308532,299524,32473,31460,104829,98088,6391,6073,122893,117920,1575696,1501833,375026,363703,57062,54996,149899,141088,15064,14286,1511744,1440109,1015904,963716,278317,270441,16839,16134,98382,91846,4200,3947,98102,94025,1106709,1050729,332222,322478,32884,31416,135836,127528,10578,9981,525899,506213,446621,429541,30215,29083,15634,15326,6447,6242,2191,2126,24791,23895,468987,451104,42804,41225,24178,23580,14063,13560,4486,4305
R,7,2015,1,3973192,2033709,1939483,1461916,1388408,307894,299028,32791,31596,103486,97962,6160,5901,121462,116588,1573767,1495736,373082,362562,57270,54993,148340,140269,14891,14149,1511832,1439488,1018628,964046,277705,270103,17170,16465,97276,92018,4106,3906,96947,92950,1108389,1050053,330509,321635,33175,31698,134539,127076,10492,9944,521877,499995,443288,424362,30189,28925,15621,15131,6210,5944,2054,1995,24515,23638,465378,445683,42573,40927,24095,23295,13801,13193,4399,4205
R,7,2015,2,3966330,2027455,1938875,1454757,1387677,306344,297728,32557,31294,107400,101308,6202,5913,120195,114955,1565298,1493330,370342,359744,56857,54645,152252,143521,15047,14183,1508844,1439105,1012968,962229,277081,269431,17343,16616,101344,95362,4176,3905,95932,91562,1101645,1046800,328886,319625,33240,31854,138660,130377,10634,9898,518611,499770,441789,425448,29263,28297,15214,14678,6056,5946,2026,2008,24263,23393,463653,446530,41456,40119,23617,22791,13592,13144,4413,4285
R,7,2015,3,3974354,2031614,1942740,1463301,1395675,306922,297557,33157,31844,103769,98697,5970,5728,118495,113239,1572249,1499774,370190,358457,57481,55113,147569,140169,14599,13953,1508890,1439308,1017417,965918,278019,269786,17350,16769,97824,93004,3955,3787,94325,90044,1104576,1049116,329122,318989,33224,31922,134211,127376,10247,9762,522724,503432,445884,429757,28903,27771,15807,15075,5945,5693,2015,1941,24170,23195,467673,450658,41068,39468,24257,23191,13358,12793,4352,4191
R,7,2015,4,4020264,2056377,1963887,1488976,1417663,308505,299492,32104,31033,102113,97135,5943,5644,118736,112920,1598212,1521452,371732,360024,56749,54627,145828,138353,14662,13842,1519784,1446854,1026798,973097,280960,272306,17637,16807,96312,91596,3946,3725,94131,89323,1113818,1055592,331923,320968,33653,32116,132464,125645,10274,9642,536593,517033,462178,444566,27545,27186,14467,14226,5801,5539,1997,1919,24605,23597,484394,465860,39809,39056,23096,22511,13364,12708,4388,4200
R,7,2015,5,4017585,2050282,1967303,1478385,1412872,307555,298863,32756,31860,106058,102081,6012,5856,119516,115771,1588481,1519295,371580,361482,57238,55837,149881,144043,14564,14063,1519523,1455311,1024261,974745,279032,271257,17233,17040,100076,96414,4019,3888,94902,91967,1112103,1059674,330720,321683,33077,32726,136373,131244,10278,9842,530759,511992,454124,438127,28523,27606,15523,14820,5982,5667,1993,1968,24614,23804,476378,459621,40860,39799,24161,23111,13508,12799,4286,4221
R,7,2015,6,4017408,2049269,1968139,1478588,1413189,309924,302189,32831,31808,105155,102179,6096,6028,116675,112746,1585715,1516856,372632,363470,56749,54504,147748,142894,14387,14060,1525526,1463539,1030725,981899,281280,274313,17374,16930,99089,96445,4074,4046,92984,89906,1116511,1064976,332187,324129,32927,31618,134492,130381,10170,9949,523743,504600,447863,431290,28644,27876,15457,14878,6066,5734,2022,1982,23691,22840,469204,451880,40445,39341,23822,22886,13256,12513,4217,4111
R,7,2015,7,4145890,2115700,2030190,1529439,1460072,319700,312026,34132,32934,109216,105859,6330,6047,116883,113252,1636656,1563962,382434,373885,58008,56074,151875,146462,14887,13997,1573984,1510495,1064413,1014751,290521,283779,18013,17583,103307,100094,4267,4002,93463,90286,1150520,1097913,341720,334142,33613,32538,138883,133845,10540,9854,541716,519695,465026,445321,29179,28247,16119,15351,5909,5765,2063,2045,23420,22966,486136,466049,40714,39743,24395,23536,12992,12617,4347,4143
R,7,2015,8,4165010,2127673,2037337,1544892,1474003,320607,310423,34692,33160,107952,103667,6255,6128,113275,109956,1648828,1574681,381140,369805,58237,56105,149316,143196,14549,14123,1586028,1516807,1079461,1026431,291855,282829,18050,17730,101943,98043,4239,4089,90480,87685,1162882,1107041,341160,331287,33468,32620,136323,130961,10349,9950,541645,520530,465431,447572,28752,27594,16642,15430,6009,5624,2016,2039,22795,22271,485946,467640,39980,38518,24769,23485,12993,12235,4200,4173
R,7,2015,9,4130850,2110629,2020221,1543415,1468617,311651,304592,33980,32735,106748,103803,6122,5903,108713,104571,1643091,1564481,368894,360255,57038,54811,146828,141842,14053,13465,1579993,1510615,1085356,1029117,284309,277872,18037,17570,100981,98482,4127,3981,87183,83593,1165602,1106054,331203,323428,33166,31970,134556,130199,10003,9521,530636,509606,458059,439500,27342,26720,15943,15165,5767,5321,1995,1922,21530,20978,477489,458427,37691,36827,23872,22841,12272,11643,4050,3944
R,7,2015,10,4118758,2102659,2016099,1543291,1469967,307992,299179,33579,32811,107651,106974,6088,5935,104058,101233,1638479,1562398,362099,352364,56287,54689,146245,144036,13676,13259,1582685,1517240,1093523,1038920,281480,273485,17977,17575,102109,101763,4140,4136,83456,81361,1170194,1113460,325758,317155,32890,31923,134515,132966,9754,9610,519974,498859,449768,431047,26512,25694,15602,15236,5542,5211,1948,1799,20602,19872,468285,448938,36341,35209,23397,22766,11730,11070,3922,3649
R,7,2015,11,4126853,2105239,2021614,1552815,1480935,305632,297334,32771,32077,107692,107708,5885,5655,100444,97905,1644704,1570477,357170,348169,54993,53770,145142,143732,13305,12844,1598234,1531463,1113007,1056084,280148,272713,17888,17295,102290,102607,4078,3912,80823,78852,1187269,1128440,322465,314535,32703,31884,133782,132908,9617,9226,507005,490151,439808,424851,25484,24621,14883,14782,5402,5101,1807,1743,19621,19053,457435,442037,34705,33634,22290,21886,11360,10824,3688,3618
R,7,2015,12,4096692,2089028,2007664,1543980,1474024,303845,295986,32503,31421,107103,107146,5860,5648,95737,93439,1631287,1559402,352745,343768,54366,52886,142547,141619,13135,12479,1591778,1525555,1112128,1055107,278904,272195,17614,16999,101853,102059,4048,3944,77231,75251,1182830,1124158,319168,311501,32295,31438,131729,131024,9484,9110,497250,482109,431852,418917,24941,23791,14889,14422,5250,5087,1812,1704,18506,18188,448457,435244,33577,32267,22071,21448,10818,10595,3651,3369
R,7,2015,13,4080243,2080793,1999450,1538662,1469027,309363,301070,32370,31124,102734,102207,5690,5529,91974,90493,1622534,1551332,356210,347806,53964,52699,136439,134752,12626,12293,1589874,1524133,1111561,1055641,284822,277255,17802,17132,97694,97369,3981,3843,74014,72893,1179311,1122255,323435,315759,32240,31689,125965,124666,9227,8946,490919,475317,427101,413386,24541,23815,14568,13992,5040,4838,1709,1686,17960,17600,443223,429077,32775,32047,21724,21010,10474,10086,3399,3347
R,7,2015,14,4182341,2134547,2047794,1575993,1503946,320832,311601,32534,31623,106927,105427,5704,5666,92557,89531,1660139,1585458,367833,357460,54765,53084,140779,137709,12751,12512,1639823,1569504,1145019,1087242,296159,287911,18232,17596,101912,100688,4047,3911,74454,72156,1212874,1153177,334775,325773,33334,32179,130404,127857,9341,9072,494724,478290,430974,416704,24673,23690,14302,14027,5015,4739,1657,1755,18103,17375,447265,432281,33058,31687,21431,20905,10375,9852,3410,3440
R,7,2015,15,4248058,2172003,2076055,1604896,1524983,331184,320218,33520,32176,105550,104335,5953,5598,90900,88745,1687653,1605380,377214,365977,56226,54225,138021,135758,12843,12352,1675264,1598842,1171723,1109362,306508,296339,18949,18041,100546,99588,4218,3964,73320,71548,1238675,1174391,344445,334060,34431,33176,127972,125962,9453,9063,496739,477213,433173,415621,24676,23879,14571,14135,5004,4747,1735,1634,17580,17197,448978,430989,32769,31917,21795,21049,10049,9796,3390,3289
R,7,2015,16,4182107,2137939,2044168,1585594,1507921,323682,313131,32463,31533,102182,100657,5797,5391,88221,85535,1665734,1585434,368023,356801,54769,53448,133665,130675,12830,11974,1656855,1580890,1166033,1104228,299620,290013,18477,17840,97243,95903,4088,3844,71394,69062,1231110,1166992,336340,326237,33976,33083,123739,120967,9441,8855,481084,463278,419561,403693,24062,23118,13986,13693,4939,4754,1709,1547,16827,16473,434624,418442,31683,30564,20793,20365,9926,9708,3389,3119
R,7,2015,17,4189775,2142389,2047386,1587193,1507428,326209,315643,32541,31640,105434,104148,5732,5415,85280,83112,1664423,1582824,368751,357632,54611,53239,135645,133197,12377,11736,1664949,1590568,1170182,1108818,302529,292987,18422,18085,100656,99420,4129,3859,69031,67399,1232887,1170166,337840,327839,33759,33276,126093,123862,9233,8687,477440,456818,417011,398610,23680,22656,14119,13555,4778,4728,1603,1556,16249,15713,431536,412658,30911,29793,20852,19963,9552,9335,3144,3049
