UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2013,999,315089488,155023104,160066384,121283872,123653464,19824433,21646649,1958293,1920595,7841240,8622002,364268,352494,3750998,3871180,124600728,127055932,21428664,23351246,3178158,3209133,9218317,10011318,711958,707338,127932459,133615800,97358485,100350787,18594938,20363673,1144415,1177223,7576417,8356068,266313,261804,2991891,3106245,100001036,103076441,19864772,21721691,2029336,2132010,8742825,9532756,540540,543215,27090645,26450584,23925387,23302677,1229495,1282976,813878,743372,264823,265934,97955,90690,759107,764935,24599692,23979491,1563892,1629555,1148822,1077123,475492,478562,171418,164123
R,1,2013,0,3943201,2015417,1927784,1453596,1387045,304622,295763,32664,31384,99233,93399,6111,5845,119191,114348,1563244,1492191,368242,357370,56987,54786,143394,135264,14819,14148,1500217,1430864,1014785,963820,275653,267830,17411,16776,93267,87520,4091,3849,95010,91069,1102641,1047996,327140,317738,33329,32075,129930,122175,10433,9877,515200,496920,438811,423225,28969,27933,15253,14608,5966,5879,2020,1996,24181,23279,460603,444195,41102,39632,23658,22711,13464,13089,4386,4271
R,1,2013,1,3958451,2024938,1933513,1468156,1397900,304886,295809,32731,31569,95245,90239,5905,5595,118015,112401,1576757,1501254,368110,356241,57152,54890,138460,131263,14504,13745,1501994,1430918,1020987,968346,276431,268386,17533,16717,89351,84605,3880,3647,93812,89217,1107779,1050816,327543,317190,33496,31902,125068,118492,10110,9525,522944,502595,447169,429554,28455,27423,15198,14852,5894,5634,2025,1948,24203,23184,468978,450438,40567,39051,23656,22988,13392,12771,4394,4220
R,1,2013,2,4026154,2057497,1968657,1493838,1425352,308840,299410,32082,31181,97225,92897,5938,5545,119574,114272,1603962,1530502,372700,360951,56989,55228,140909,134139,14614,13691,1521119,1451944,1031965,980520,281561,272564,17488,17158,91370,87482,3948,3707,94787,90513,1119682,1064180,333041,322104,33653,32809,127482,121622,10248,9629,536378,516713,461873,444832,27279,26846,14594,14023,5855,5415,1990,1838,24787,23759,484280,466322,39659,38847,23336,22419,13427,12517,4366,4062
R,1,2013,3,3961400,2021241,1940159,1459797,1394847,304362,296069,32822,31775,100528,97193,6013,5852,117719,114423,1568156,1500017,367687,358339,56704,55058,143708,138573,14347,13986,1504873,1442001,1019200,970120,275952,268461,17422,16946,94523,91402,4012,3868,93764,91204,1105993,1054357,327361,318938,32971,32190,130245,125763,10112,9812,516368,498158,440597,424727,28410,27608,15400,14829,6005,5791,2001,1984,23955,23219,462163,445660,40326,39401,23733,22868,13463,12810,4235,4174
R,1,2013,4,4070828,2077890,1992938,1503941,1435255,315645,307079,33339,32037,102019,99082,6170,6042,116776,113443,1611200,1539496,378574,369004,57164,55011,144328,139670,14614,14059,1549724,1485524,1051739,1001051,286628,279322,17706,17206,96016,93335,4128,4030,93507,90580,1137947,1084739,338076,329905,33330,32051,131300,127080,10325,9856,528166,507414,452202,434204,29017,27757,15633,14831,6003,5747,2042,2012,23269,22863,473253,454757,40498,39099,23834,22960,13028,12590,4289,4203
R,1,2013,5,4121719,2104357,2017362,1528625,1458786,316282,307939,34096,33231,104657,100719,6222,6015,114475,110672,1633643,1560243,377666,368086,57890,56168,146268,140419,14561,13924,1569185,1503031,1069288,1017488,287682,280421,17877,17762,98691,95170,4171,3985,91476,88205,1153636,1098658,337767,329384,33427,32665,133278,128127,10333,9776,535172,514331,459337,441298,28600,27518,16219,15469,5966,5549,2051,2030,22999,22467,480007,461585,39899,38702,24463,23503,12990,12292,4228,4148
R,1,2013,6,4120312,2105439,2014873,1536066,1464910,315129,305131,34435,32723,102676,99067,6053,5866,111080,107176,1637938,1563173,374012,362727,57754,55238,143473,137545,14219,13616,1575087,1505040,1079695,1026376,287434,278126,18103,17470,96766,93531,4096,3884,88993,85653,1161684,1105229,335641,325392,33394,32159,130771,125532,10082,9555,530352,509833,456371,438534,27695,27005,16332,15253,5910,5536,1957,1982,22087,21523,476254,457944,38371,37335,24360,23079,12702,12013,4137,4061
R,1,2013,7,4088194,2089611,1998583,1535619,1458402,306312,298619,33695,32848,102199,100755,6051,5922,105735,102037,1632467,1551778,361668,352578,56450,54638,141218,138165,13751,13246,1570943,1502229,1087720,1030009,279820,272927,17980,17698,96656,95562,4029,4017,84738,82016,1165662,1105319,325230,317283,32905,31975,129340,126950,9699,9465,518668,496354,447899,428393,26492,25692,15715,15150,5543,5193,2022,1905,20997,20021,466805,446459,36438,35295,23545,22663,11878,11215,4052,3781
R,1,2013,8,4091052,2087854,2003198,1538581,1466637,304575,295554,33198,32088,103772,103774,5984,5694,101744,99451,1631665,1557505,357221,347468,55502,53892,141607,140199,13446,12947,1581426,1515995,1099780,1045241,279034,270802,18079,17194,98254,98579,4151,3959,82128,80220,1175281,1118793,322362,313635,33008,31762,130060,129278,9696,9361,506428,487203,438801,421396,25541,24752,15119,14894,5518,5195,1833,1735,19616,19231,456384,438712,34859,33833,22494,22130,11547,10921,3750,3586
