UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2016,18,4192473,2144619,2047854,1585193,1505063,325452,315123,32393,31307,111857,109107,5729,5307,83995,81947,1661248,1579208,366914,356133,54423,52972,141955,138007,12275,11564,1667011,1592526,1168031,1107405,301882,292627,18234,17924,106985,104442,4105,3808,67774,66320,1229575,1167531,336046,326599,33605,33165,132307,128780,9113,8591,477608,455328,417162,397658,23570,22496,14159,13383,4872,4665,1624,1499,16221,15627,431673,411677,30868,29534,20818,19807,9648,9227,3162,2973
R,1,2016,19,4249868,2174807,2075061,1611288,1525696,325676,317380,32580,31268,116738,114662,5869,5399,82656,80656,1686089,1598435,365634,357149,54767,53080,146598,143280,12456,11903,1694348,1620632,1190906,1128584,302212,295358,18439,17784,112003,109996,4190,3858,66598,65052,1251358,1187384,334988,328142,33745,33018,137344,134121,9264,8886,480459,454429,420382,397112,23464,22022,14141,13484,4735,4666,1679,1541,16058,15604,434731,411051,30646,29007,21022,20062,9254,9159,3192,3017
R,1,2016,20,4311509,2212927,2098582,1635031,1541221,336663,324621,32953,31195,121208,117534,6063,5792,81009,78219,1707975,1611489,375284,362953,55589,53068,150495,145208,12638,12293,1727668,1640993,1210254,1140929,312923,302350,18721,17682,116400,112810,4371,4138,64999,63084,1268859,1197785,344518,333772,34501,33079,141139,136138,9470,9215,485259,457589,424777,400292,23740,22271,14232,13513,4808,4724,1692,1654,16010,15135,439116,413704,30766,29181,21088,19989,9356,9070,3168,3078
R,1,2016,21,4399775,2259348,2140427,1662420,1563665,353406,341952,33582,32236,124902,119334,6163,6026,78875,77214,1733096,1632671,390312,379213,56392,54589,153402,146707,12984,12447,1769295,1681561,1232965,1162431,329262,319268,19317,18439,120039,114755,4472,4385,63240,62283,1289680,1218133,359301,349849,35332,34366,144206,137884,9755,9387,490053,458866,429455,401234,24144,22684,14265,13797,4863,4579,1691,1641,15635,14931,443416,414538,31011,29364,21060,20223,9196,8823,3229,3060
R,1,2016,22,4477736,2302725,2175011,1688086,1581729,367431,353868,34549,33105,130989,125262,6316,6028,75354,75019,1755144,1648459,402098,389444,56782,55532,158721,151868,12952,12524,1807056,1714510,1252882,1178525,342916,331246,19980,19401,126234,120586,4504,4390,60540,60362,1306824,1232302,371161,360239,35691,35446,149702,143075,9660,9449,495669,460501,435204,403204,24515,22622,14569,13704,4755,4676,1812,1638,14814,14657,448320,416157,30937,29205,21091,20086,9019,8793,3292,3075
R,1,2016,23,4601176,2368873,2232303,1733342,1622216,379963,363475,36275,33879,138567,133208,6478,6170,74248,73355,1799250,1687293,412684,396907,59155,56449,166290,159933,13136,12720,1861837,1764631,1288124,1212451,355034,340316,20975,19922,133714,128470,4650,4470,59340,59002,1340806,1264844,381314,367396,37147,36092,157361,151241,9884,9578,507036,467672,445218,409765,24929,23159,15300,13957,4853,4738,1828,1700,14908,14353,458444,422449,31370,29511,22008,20357,8929,8692,3252,3142
R,1,2016,24,4687802,2396461,2291341,1751706,1658797,382043,374716,37061,33761,147670,144495,7258,6605,70723,72967,1813661,1722602,412598,407589,59155,56014,174652,172268,14111,13511,1892232,1826538,1310571,1254076,356409,349828,21391,20121,142630,139343,5241,4805,55990,58365,1359558,1305099,380554,376125,36831,35920,165558,162920,10657,10218,504229,464803,441135,404721,25634,24888,15670,13640,5040,5152,2017,1800,14733,14602,454103,417503,32044,31464,22324,20094,9094,9348,3454,3293
R,1,2016,25,4776309,2436403,2339906,1788737,1698377,380243,376926,36805,33489,155360,154393,7596,6882,67662,69839,1847743,1759458,408220,407899,58193,55000,182322,181205,14361,13600,1927311,1877471,1343598,1296185,354163,351464,20835,19933,149995,149214,5454,5067,53266,55608,1389882,1344748,375970,376132,35662,35067,173010,171986,10764,10361,509092,462435,445139,402192,26080,25462,15970,13556,5365,5179,2142,1815,14396,14231,457861,414710,32250,31767,22531,19933,9312,9219,3597,3239
R,1,2016,26,4631947,2359070,2272877,1737617,1647607,362237,363862,35489,31903,153791,157594,7669,6719,62267,65192,1792069,1704494,387592,392309,55322,52172,178569,182841,13832,13023,1871158,1831794,1310871,1263724,337287,339501,19870,19135,148681,152512,5562,5006,48887,51916,1353495,1308896,356888,362045,33619,33396,169841,174119,10427,10053,487912,441083,426746,383883,24950,24361,15619,12768,5110,5082,2107,1713,13380,13276,438574,395598,30704,30264,21703,18776,8728,8722,3405,2970
R,1,2016,27,4502820,2287058,2215762,1696192,1613100,335842,342315,34421,30820,155069,161622,7357,6759,58177,61146,1746786,1666354,358883,368472,53039,49855,178645,185785,13318,12730,1808812,1786922,1277041,1239580,312156,318785,18923,18198,150166,156640,5333,5050,45193,48669,1316231,1281892,329554,339251,31549,31685,170312,177352,10059,9811,478246,428840,419151,373520,23686,23530,15498,12622,4903,4982,2024,1709,12984,12477,430555,384462,29329,29221,21490,18170,8333,8433,3259,2919
R,1,2016,28,4392114,2231435,2160679,1670585,1582746,316236,324981,33022,29714,149246,158064,7389,6522,54957,58652,1718220,1633931,337861,349676,50842,48192,171581,181258,13232,12373,1760002,1739864,1256066,1215518,293737,302303,17943,17414,144533,153418,5298,4849,42425,46362,1292624,1255895,309963,321473,29936,30341,163591,173337,9932,9495,471433,420815,414519,367228,22499,22678,15079,12300,4713,4646,2091,1673,12532,12290,425596,378036,27898,28203,20906,17851,7990,7921,3300,2878
R,1,2016,29,4358806,2209721,2149085,1664416,1581735,304511,317231,32562,29229,148533,158234,7308,6530,52391,56126,1710033,1630446,324437,340719,49981,47671,169893,180309,12770,12039,1740001,1728924,1251005,1214675,282394,294628,17447,16892,143836,153757,5168,4821,40151,44151,1285819,1252841,297037,312808,29107,29743,162026,172639,9506,9233,469720,420161,413411,367060,22117,22603,15115,12337,4697,4477,2140,1709,12240,11975,424214,377605,27400,27911,20874,17928,7867,7670,3264,2806
R,1,2016,30,4417048,2236614,2180434,1692161,1610481,302989,316833,32491,29451,150533,162089,7337,6621,51103,54959,1736446,1658171,322411,339104,49871,47583,171095,184018,12777,12341,1757365,1754010,1270097,1237325,280582,294262,16835,16957,145888,157515,5156,5017,38807,42934,1303511,1274431,294698,311097,28397,29714,163331,176252,9423,9591,479249,426424,422064,373156,22407,22571,15656,12494,4645,4574,2181,1604,12296,12025,432935,383740,27713,28007,21474,17869,7764,7766,3354,2750
R,1,2016,31,4360179,2196893,2163286,1664661,1597714,292174,311357,31746,29043,152003,165396,7029,6345,49280,53431,1707395,1643939,310322,332488,48698,47077,172048,187026,12473,11890,1727516,1739280,1250656,1226288,270782,289155,16590,16565,147348,161006,4908,4690,37232,41576,1282734,1262156,283832,304918,27823,29138,164345,179457,9185,9125,469377,424006,414005,371426,21392,22202,15156,12478,4655,4390,2121,1655,12048,11855,424661,381783,26490,27570,20875,17939,7703,7569,3288,2765
R,1,2016,32,4282755,2152840,2129915,1634522,1573668,283071,304749,31217,28583,149501,164442,6919,6393,47610,52080,1675666,1618712,300552,324877,47742,46682,169007,185441,12126,11932,1693465,1710412,1229036,1206171,262302,282819,16134,16166,145061,160197,4927,4766,36005,40293,1259930,1240843,274796,297826,27176,28766,161545,178041,9016,9146,459375,419503,405486,367497,20769,21930,15083,12417,4440,4245,1992,1627,11605,11787,415736,377869,25756,27051,20566,17916,7462,7400,3110,2786
R,1,2016,33,4369578,2193517,2176061,1667755,1609229,287657,311393,31890,29210,151248,167288,7031,6592,47936,52349,1709227,1654404,305063,331777,48892,47669,170621,188141,12387,12082,1720100,1743058,1249429,1229784,266339,288615,16446,16485,146636,162740,5015,4860,36235,40574,1280547,1264582,278748,303799,27831,29414,163025,180496,9253,9259,473417,433003,418326,379445,21318,22778,15444,12725,4612,4548,2016,1732,11701,11775,428680,389822,26315,27978,21061,18255,7596,7645,3134,2823
R,1,2016,34,4275813,2139692,2136121,1632224,1582660,279767,306053,30113,27999,144585,162950,6878,6166,46125,50293,1672006,1626019,296430,325802,46849,45865,163040,182717,11928,11556,1684876,1712597,1230416,1211060,259310,284121,15409,15645,140151,158486,4884,4483,34706,38802,1260112,1244361,271161,298766,26614,28088,155685,175267,8852,8764,454816,423524,401808,371600,20457,21932,14704,12354,4434,4464,1994,1683,11419,11491,411894,381658,25269,27036,20235,17777,7355,7450,3076,2792
R,1,2016,35,4371719,2190696,2181023,1670669,1613350,291493,318528,31153,28967,143681,163192,7105,6234,46595,50752,1710783,1657085,308456,338433,48021,47209,162387,182989,12390,11639,1717300,1744970,1251965,1230520,270536,295897,15934,16259,138962,158671,4984,4581,34919,39042,1281767,1263921,282520,310531,27197,29037,154655,175481,9177,8930,473396,436053,418704,382830,20957,22631,15219,12708,4719,4521,2121,1653,11676,11710,429016,393164,25936,27902,20824,18172,7732,7508,3213,2709
R,1,2016,36,4258140,2136681,2121459,1629732,1568061,284357,311266,30089,27742,141738,159959,6525,6026,44240,48405,1667912,1609619,300257,330275,46559,45257,159126,178827,11497,11206,1678934,1699565,1225074,1197390,263812,289442,15303,15466,137326,155687,4543,4482,32876,37098,1253196,1229002,274902,303252,26238,27741,151854,171671,8463,8635,457747,421894,404658,370671,20545,21824,14786,12276,4412,4272,1982,1544,11364,11307,414716,380617,25355,27023,20321,17516,7272,7156,3034,2571
R,1,2016,37,4017761,2003961,2013800,1531224,1490367,263848,293136,27744,26328,134159,153330,5966,5548,41020,45091,1566430,1529075,278568,310450,43081,42986,150438,171005,10424,10264,1577228,1611449,1152980,1136922,245075,272538,14400,14526,129990,149079,4243,4039,30540,34345,1178891,1166179,255408,285046,24641,26081,143606,164043,7743,7824,426733,402351,378244,353445,18773,20598,13344,11802,4169,4251,1723,1509,10480,10746,387539,362896,23160,25404,18440,16905,6832,6962,2681,2440
R,1,2016,38,4037802,2011502,2026300,1544484,1506103,260773,291473,28268,26810,131868,151930,5938,5640,40171,44344,1578930,1543973,275008,308480,43671,43468,147686,169219,10347,10329,1580296,1617050,1161483,1145319,242553,271030,14649,15010,127646,147765,4210,4136,29755,33790,1186694,1173939,252368,283232,24938,26631,140881,162436,7671,7895,431206,409250,383001,360784,18220,20443,13619,11800,4222,4165,1728,1504,10416,10554,392236,370034,22640,25248,18733,16837,6805,6783,2676,2434
R,1,2016,39,3891384,1935124,1956260,1483065,1453075,248252,278790,27145,25409,132793,151736,5627,5193,38242,42057,1515951,1488852,261284,294575,41743,41456,148111,168337,9971,9704,1517752,1556084,1111747,1099149,230784,259252,14118,14217,128706,147681,3982,3776,28415,32009,1135894,1126097,239656,270578,23938,25477,141588,161678,7395,7393,417372,400176,371318,353926,17468,19538,13027,11192,4087,4055,1645,1417,9827,10048,380057,362755,21628,23997,17805,15979,6523,6659,2576,2311
R,1,2016,40,3905320,1944320,1961000,1488771,1455117,250247,280425,26943,25527,136521,154895,5416,5180,36422,39856,1519991,1489069,262833,295117,41179,40833,150939,170742,9365,9384,1527617,1562032,1117096,1101287,233171,261323,13897,14262,132511,150840,3867,3826,27075,30494,1140012,1127056,241748,271817,23567,25049,144654,164313,7015,7192,416703,398968,371675,353830,17076,19102,13046,11265,4010,4055,1549,1354,9347,9362,379979,362013,21085,23300,17612,15784,6285,6429,2350,2192
R,1,2016,41,3954866,1970135,1984731,1515755,1481413,250191,280912,26947,25321,136935,153464,5491,4955,34816,38666,1545354,1514153,261876,295020,40801,40535,150773,168766,9469,8950,1555773,1586580,1144229,1126579,234138,262706,13938,14207,133074,149624,3986,3645,26408,29819,1166477,1151549,242402,272891,23420,25058,144947,162794,7190,6870,414362,398151,371526,354834,16053,18206,13009,11114,3861,3840,1505,1310,8408,8847,378877,362604,19474,22129,17381,15477,5826,5972,2279,2080
R,1,2016,42,3834312,1898661,1935651,1458467,1441357,242152,275064,25422,24676,134112,152790,4982,4905,33526,36859,1486929,1472411,253247,288385,38862,39235,147564,167481,8732,8850,1511401,1555742,1110987,1102527,227246,257751,13312,14041,130635,149062,3654,3652,25567,28709,1132432,1126454,234961,267508,22737,24640,142203,161726,6725,6832,387260,379909,347480,338830,14906,17313,12110,10635,3477,3728,1328,1253,7959,8150,354497,345957,18286,20877,16125,14595,5361,5755,2007,2018
R,1,2016,43,4002811,1981172,2021639,1523614,1508994,255906,289625,26439,25228,136330,155629,5051,4932,33832,37231,1552258,1540327,266655,302864,40476,40423,149875,170310,8846,8882,1588625,1635842,1171080,1164597,240948,272172,14040,14473,132728,151887,3746,3657,26083,29056,1192930,1188736,248572,281844,24060,25621,144457,164597,6796,6915,392547,385797,352534,344397,14958,17453,12399,10755,3602,3742,1305,1275,7749,8175,359328,351591,18083,21020,16416,14802,5418,5713,2050,1967
R,1,2016,44,4174757,2068934,2105823,1613530,1594253,260401,294682,25985,25516,130605,149151,5070,4699,33343,37522,1641639,1625892,270961,307799,40068,41295,143765,163550,8866,8730,1688071,1730862,1271273,1259393,245838,277942,14323,14990,126978,145574,3704,3530,25955,29433,1292896,1283955,253413,287512,24594,26731,138392,158061,6827,6840,380863,374961,342257,334860,14563,16740,11662,10526,3627,3577,1366,1169,7388,8089,348743,341937,17548,20287,15474,14564,5373,5489,2039,1890
R,1,2016,45,4394017,2178158,2215859,1705757,1687418,273032,308041,27086,26052,132792,151239,4952,4992,34539,38117,1734948,1719372,284055,321302,42049,42439,145901,165672,8974,9298,1791975,1840693,1358828,1352673,258172,291074,15105,15475,129185,147561,3665,3736,27020,30174,1381410,1377710,266146,300942,26143,27876,140515,159997,6966,7280,386183,375166,346929,334745,14860,16967,11981,10577,3607,3678,1287,1256,7519,7943,353538,341662,17909,20360,15906,14563,5386,5675,2008,2018
R,1,2016,46,4280893,2126933,2153960,1673576,1649633,262203,293956,25954,25099,127582,144796,5077,4898,32541,35578,1701104,1679426,272170,305983,40336,40784,139974,158281,8969,8905,1751230,1790499,1335791,1324554,247891,277936,14507,15094,124104,141223,3805,3744,25132,27948,1356792,1347725,254870,286696,25011,26909,134776,152810,7004,7062,375703,363461,337785,325079,14312,16020,11447,10005,3478,3573,1272,1154,7409,7630,344312,331701,17300,19287,15325,13875,5198,5471,1965,1843
R,1,2016,47,4074542,2020648,2053894,1588332,1573527,250344,279682,25215,23857,122339,139168,4418,4586,30000,33074,1613548,1601097,259365,290685,38868,38851,133669,151432,7952,8400,1669569,1713853,1272827,1269495,236713,264508,14216,14483,119255,135895,3277,3445,23281,26027,1292171,1290908,243009,272462,24384,25901,129028,146558,6176,6626,351079,340041,315505,304032,13631,15174,10999,9374,3084,3273,1141,1141,6719,7047,321377,310189,16356,18223,14484,12950,4641,4874,1776,1774
R,1,2016,48,4044305,2001205,2043100,1582178,1572255,249845,282364,24087,23902,111745,128377,4528,4416,28822,31786,1606416,1598674,258361,293073,37499,38602,122483,139802,7886,8177,1662427,1712371,1277498,1276400,236646,267479,13798,14803,108725,125338,3362,3361,22398,24990,1296080,1296928,242557,275211,23810,26081,118012,135125,6181,6493,338778,330729,304680,295855,13199,14885,10289,9099,3020,3039,1166,1055,6424,6796,310336,301746,15804,17862,13689,12521,4471,4677,1705,1684
R,1,2016,49,4067052,2007623,2059429,1591194,1592118,251663,285336,23863,23698,108374,122738,4519,4470,28010,31069,1614488,1617820,260090,295784,37180,38400,118582,133725,7946,8119,1677777,1737759,1294044,1304079,238934,270981,14004,15082,105459,119747,3407,3422,21929,24448,1312015,1324052,244800,278530,24145,26358,114239,129210,6303,6475,329846,321670,297150,288039,12729,14355,9859,8616,2915,2991,1112,1048,6081,6621,302473,293768,15290,17254,13035,12042,4343,4515,1643,1644
R,1,2016,50,4230778,2090412,2140366,1656404,1655191,265066,297592,25107,24800,110778,126717,4542,4509,28515,31557,1680102,1681306,273431,307834,39020,39980,120990,137935,8023,8252,1758736,1818493,1358310,1367494,251703,282918,14988,15957,107938,123634,3485,3493,22312,24997,1376589,1387902,257528,290352,25602,27780,116765,133280,6404,6633,331676,321873,298094,287697,13363,14674,10119,8843,2840,3083,1057,1016,6203,6560,303513,293404,15903,17482,13418,12200,4225,4655,1619,1619
