UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,7,2012,999,313874218,154396283,159477935,120977637,123388189,19705978,21531176,1945581,1907613,7718857,8490974,359758,348511,3688472,3811472,124237017,126735631,21276377,23203267,3154762,3186007,9071298,9856957,702938,699123,127583305,133319995,97286314,100335114,18494776,20265853,1138852,1171692,7457161,8228323,262885,258904,2943317,3060109,99883999,103018079,19738461,21598735,2017663,2120848,8602843,9385444,533837,537242,26812978,26157940,23691323,23053075,1211202,1265323,806729,735921,261696,262651,96873,89607,745155,751363,24353018,23717552,1537916,1604532,1137099,1065159,468455,471513,169101,161881
R,7,2012,0,3926570,2007743,1918827,1453593,1386083,303881,294423,33070,31733,93524,88341,5902,5607,117773,112640,1561963,1489688,367026,355169,57348,54967,136701,129347,14452,13769,1492529,1423156,1014559,963321,275306,267019,17393,16787,87615,82689,3896,3686,93760,89654,1101292,1046225,326397,316233,33280,31968,123382,116599,10105,9595,515214,495671,439034,422762,28575,27404,15677,14946,5909,5652,2006,1921,24013,22986,460671,443463,40629,38936,24068,22999,13319,12748,4347,4174
R,7,2012,1,3977550,2035214,1942336,1480075,1408378,305411,296258,31993,30926,93709,88835,5894,5527,118132,112412,1588813,1511764,368487,356654,56594,54491,136961,129649,14549,13670,1505486,1432668,1024110,970445,278169,269490,17648,16820,87933,83328,3903,3623,93723,88962,1110824,1052677,329116,318141,33687,32143,123630,116975,10164,9482,529728,509668,455965,437933,27242,26768,14345,14106,5776,5507,1991,1904,24409,23450,477989,459087,39371,38513,22907,22348,13331,12674,4385,4188
R,7,2012,2,3978924,2031333,1947591,1470033,1403972,304677,295749,32598,31774,99084,95036,5936,5722,119005,115338,1579714,1510046,368555,358253,57031,55742,142537,136645,14438,13878,1507245,1442601,1021928,972112,276434,268574,17218,17066,93126,89411,3951,3775,94588,91663,1109541,1056816,328115,318989,33082,32780,129065,123891,10158,9676,524088,504990,448105,431860,28243,27175,15380,14708,5958,5625,1985,1947,24417,23675,470173,453230,40440,39264,23949,22962,13472,12754,4280,4202
R,7,2012,3,3981532,2031551,1949981,1470402,1404707,307208,299230,32708,31722,99052,96092,5994,5925,116187,112305,1577122,1508013,369757,360366,56577,54378,141312,136501,14242,13914,1514534,1452099,1028627,979451,278865,271724,17368,16939,93002,90398,3973,3953,92699,89634,1114198,1062325,329763,321531,32941,31641,128081,124033,10024,9811,517017,497882,441775,425256,28343,27506,15340,14783,6050,5694,2021,1972,23488,22671,462924,445688,39994,38835,23636,22737,13231,12468,4218,4103
R,7,2012,4,4111490,2098501,2012989,1521251,1451544,317087,309223,34035,32850,103496,100527,6228,5964,116404,112881,1628075,1555124,379658,370939,57878,55965,145815,140887,14738,13876,1563538,1500052,1062379,1012338,288222,281330,18007,17573,97590,94793,4174,3925,93166,90093,1148262,1095359,339408,331696,33626,32554,132833,128308,10401,9739,534963,512937,458872,439206,28865,27893,16028,15277,5906,5734,2054,2039,23238,22788,479813,459765,40250,39243,24252,23411,12982,12579,4337,4137
R,7,2012,5,4131049,2110630,2020419,1536582,1465459,318001,307589,34601,33077,102479,98707,6175,6037,112792,109550,1640120,1565796,378367,366797,58106,55981,143514,138002,14415,13996,1575979,1506848,1077538,1024132,289582,280402,18054,17713,96470,93099,4161,4008,90174,87494,1160732,1104607,338862,328856,33485,32621,130528,125793,10216,9833,534651,513571,459044,441327,28419,27187,16547,15364,6009,5608,2014,2029,22618,22056,479388,461189,39505,37941,24621,23360,12986,12209,4199,4163
R,7,2012,6,4096633,2093846,2002787,1535071,1459860,309071,301602,33865,32648,101529,98807,6057,5789,108253,104081,1634368,1555304,366132,357043,56870,54656,141319,136585,13952,13316,1570595,1500687,1083656,1027068,282140,275327,18046,17548,95766,93503,4066,3875,86921,83366,1163708,1103837,329009,320867,33177,31956,129067,124973,9904,9382,523251,502100,451415,432792,26931,26275,15819,15100,5763,5304,1991,1914,21332,20715,470660,451467,37123,36176,23693,22700,12252,11612,4048,3934
R,7,2012,7,4084179,2086088,1998091,1535005,1460864,305459,296123,33473,32722,102454,101843,6034,5808,103663,100731,1629856,1552864,359384,349074,56125,54532,140844,138639,13591,13099,1573768,1507378,1092033,1037163,279424,270835,17996,17566,96929,96652,4095,4018,83291,81144,1168584,1111543,323704,314492,32925,31932,129140,127607,9677,9459,512320,490713,442972,423701,26035,25288,15477,15156,5525,5191,1939,1790,20372,19587,461272,441321,35680,34582,23200,22600,11704,11032,3914,3640
R,7,2012,8,4092566,2088716,2003850,1544688,1471882,303098,294313,32652,31990,102403,102650,5809,5545,100066,97470,1636257,1561056,354444,344940,54824,53616,139663,138449,13207,12708,1589435,1522119,1111690,1054663,278136,270070,17888,17305,97026,97593,4023,3814,80672,78674,1185846,1126892,320442,311880,32717,31909,128339,127687,9540,9102,499281,481731,432998,417219,24962,24243,14764,14685,5377,5057,1786,1731,19394,18796,450411,434164,34002,33060,22107,21707,11324,10762,3667,3606
