DATE,LNU02000093
1948-01-01,10334
1948-02-01,10333
1948-03-01,10386
1948-04-01,10526
1948-05-01,10543
1948-06-01,10709
1948-07-01,10801
1948-08-01,10647
1948-09-01,10790
1948-10-01,10878
1948-11-01,10825
1948-12-01,10714
1949-01-01,10440
1949-02-01,10402
1949-03-01,10529
1949-04-01,10530
1949-05-01,10641
1949-06-01,10623
1949-07-01,10594
1949-08-01,10638
1949-09-01,10767
1949-10-01,10811
1949-11-01,10907
1949-12-01,10751
1950-01-01,10503
1950-02-01,10489
1950-03-01,10682
1950-04-01,10802
1950-05-01,10983
1950-06-01,11100
1950-07-01,10937
1950-08-01,11057
1950-09-01,11164
1950-10-01,11349
1950-11-01,11317
1950-12-01,11209
1951-01-01,11070
1951-02-01,11082
1951-03-01,11217
1951-04-01,11242
1951-05-01,11465
1951-06-01,11322
1951-07-01,11534
1951-08-01,11550
1951-09-01,11526
1951-10-01,11658
1951-11-01,11732
1951-12-01,11656
1952-01-01,11464
1952-02-01,11518
1952-03-01,11624
1952-04-01,11578
1952-05-01,11674
1952-06-01,11648
1952-07-01,11580
1952-08-01,11544
1952-09-01,11910
1952-10-01,11910
1952-11-01,11916
1952-12-01,11877
1953-01-01,11740
1953-02-01,11931
1953-03-01,11937
1953-04-01,11966
1953-05-01,11836
1953-06-01,11975
1953-07-01,12051
1953-08-01,12010
1953-09-01,12124
1953-10-01,12214
1953-11-01,12028
1953-12-01,11817
1954-01-01,11699
1954-02-01,11840
1954-03-01,11721
1954-04-01,11775
1954-05-01,12014
1954-06-01,11983
1954-07-01,11862
1954-08-01,11877
1954-09-01,12230
1954-10-01,12313
1954-11-01,12269
1954-12-01,12136
1955-01-01,12142
1955-02-01,12172
1955-03-01,12206
1955-04-01,12349
1955-05-01,12512
1955-06-01,12557
1955-07-01,12589
1955-08-01,12680
1955-09-01,12910
1955-10-01,12932
1955-11-01,12833
1955-12-01,12791
1956-01-01,12679
1956-02-01,12604
1956-03-01,12664
1956-04-01,12833
1956-05-01,13018
1956-06-01,13052
1956-07-01,12946
1956-08-01,13107
1956-09-01,13277
1956-10-01,13283
1956-11-01,13183
1956-12-01,13098
1957-01-01,12885
1957-02-01,12995
1957-03-01,13161
1957-04-01,13284
1957-05-01,13424
1957-06-01,13370
1957-07-01,13439
1957-08-01,13296
1957-09-01,13569
1957-10-01,13585
1957-11-01,13452
1957-12-01,13374
1958-01-01,13170
1958-02-01,13146
1958-03-01,13162
1958-04-01,13259
1958-05-01,13458
1958-06-01,13438
1958-07-01,13432
1958-08-01,13464
1958-09-01,13676
1958-10-01,13801
1958-11-01,13701
1958-12-01,13667
1959-01-01,13502
1959-02-01,13492
1959-03-01,13689
1959-04-01,13899
1959-05-01,14081
1959-06-01,14153
1959-07-01,14004
1959-08-01,13901
1959-09-01,14053
1959-10-01,14084
1959-11-01,14052
1959-12-01,14065
1960-01-01,13857
1960-02-01,13933
1960-03-01,13927
1960-04-01,14200
1960-05-01,14376
1960-06-01,14371
1960-07-01,14257
1960-08-01,14265
1960-09-01,14568
1960-10-01,14433
1960-11-01,14488
1960-12-01,14174
1961-01-01,13926
1961-02-01,13931
1961-03-01,14171
1961-04-01,14218
1961-05-01,14417
1961-06-01,14419
1961-07-01,14236
1961-08-01,14261
1961-09-01,14473
1961-10-01,14699
1961-11-01,14620
1961-12-01,14464
1962-01-01,14341
1962-02-01,14356
1962-03-01,14418
1962-04-01,14324
1962-05-01,14568
1962-06-01,14461
1962-07-01,14327
1962-08-01,14467
1962-09-01,14624
1962-10-01,14790
1962-11-01,14684
1962-12-01,14528
1963-01-01,14321
1963-02-01,14499
1963-03-01,14626
1963-04-01,14727
1963-05-01,14787
1963-06-01,14773
1963-07-01,14574
1963-08-01,14622
1963-09-01,14869
1963-10-01,15076
1963-11-01,15113
1963-12-01,15010
1964-01-01,14784
1964-02-01,14924
1964-03-01,14978
1964-04-01,15122
1964-05-01,15267
1964-06-01,15022
1964-07-01,14927
1964-08-01,14976
1964-09-01,15303
1964-10-01,15333
1964-11-01,15262
1964-12-01,15236
1965-01-01,15059
1965-02-01,15044
1965-03-01,15102
1965-04-01,15269
1965-05-01,15428
1965-06-01,15425
1965-07-01,15299
1965-08-01,15225
1965-09-01,15425
1965-10-01,15554
1965-11-01,15576
1965-12-01,15438
1966-01-01,15294
1966-02-01,15369
1966-03-01,15417
1966-04-01,15541
1966-05-01,15682
1966-06-01,15604
1966-07-01,15510
1966-08-01,15528
1966-09-01,15836
1966-10-01,15932
1966-11-01,15947
1966-12-01,15721
1967-01-01,15633
1967-02-01,15643
1967-03-01,15577
1967-04-01,15755
1967-05-01,15782
1967-06-01,15653
1967-07-01,15641
1967-08-01,15741
1967-09-01,15909
1967-10-01,16069
1967-11-01,16033
1967-12-01,16037
1968-01-01,15828
1968-02-01,15934
1968-03-01,16000
1968-04-01,16063
1968-05-01,16135
1968-06-01,16078
1968-07-01,15974
1968-08-01,15942
1968-09-01,16168
1968-10-01,16279
1968-11-01,16283
1968-12-01,16317
1969-01-01,16126
1969-02-01,16271
1969-03-01,16289
1969-04-01,16302
1969-05-01,16394
1969-06-01,16297
1969-07-01,16203
1969-08-01,16336
1969-09-01,16591
1969-10-01,16716
1969-11-01,16726
1969-12-01,16666
1970-01-01,16443
1970-02-01,16377
1970-03-01,16434
1970-04-01,16478
1970-05-01,16467
1970-06-01,16454
1970-07-01,16305
1970-08-01,16354
1970-09-01,16520
1970-10-01,16657
1970-11-01,16609
1970-12-01,16569
1971-01-01,16360
1971-02-01,16361
1971-03-01,16336
1971-04-01,16426
1971-05-01,16532
1971-06-01,16456
1971-07-01,16261
1971-08-01,16343
1971-09-01,16528
1971-10-01,16621
1971-11-01,16655
1971-12-01,16537
1972-01-01,16374
1972-02-01,16383
1972-03-01,16485
1972-04-01,16477
1972-05-01,16498
1972-06-01,16430
