DATE,LNU02034560
1974-07-01,4049
1974-08-01,3876
1974-09-01,3589
1974-10-01,3562
1974-11-01,3249
1974-12-01,2982
1975-01-01,2910
1975-02-01,2913
1975-03-01,3013
1975-04-01,3199
1975-05-01,3651
1975-06-01,3902
1975-07-01,4122
1975-08-01,3919
1975-09-01,3657
1975-10-01,3554
1975-11-01,3185
1975-12-01,2884
1976-01-01,2881
1976-02-01,2829
1976-03-01,2927
1976-04-01,3306
1976-05-01,3452
1976-06-01,3818
1976-07-01,3970
1976-08-01,3880
1976-09-01,3431
1976-10-01,3483
1976-11-01,3116
1976-12-01,2882
1977-01-01,2704
1977-02-01,2742
1977-03-01,2839
1977-04-01,3178
1977-05-01,3520
1977-06-01,3865
1977-07-01,3835
1977-08-01,3725
1977-09-01,3368
1977-10-01,3449
1977-11-01,3220
1977-12-01,2952
1978-01-01,2905
1978-02-01,2809
1978-03-01,2953
1978-04-01,3195
1978-05-01,3417
1978-06-01,4034
1978-07-01,4048
1978-08-01,3905
1978-09-01,3597
1978-10-01,3599
1978-11-01,3144
1978-12-01,3033
1979-01-01,2804
1979-02-01,2839
1979-03-01,2970
1979-04-01,3123
1979-05-01,3363
1979-06-01,3842
1979-07-01,3914
1979-08-01,3850
1979-09-01,3598
1979-10-01,3519
1979-11-01,3307
1979-12-01,3043
1980-01-01,2829
1980-02-01,2884
1980-03-01,3012
1980-04-01,3136
1980-05-01,3495
1980-06-01,3799
1980-07-01,3915
1980-08-01,3695
1980-09-01,3692
1980-10-01,3555
1980-11-01,3266
1980-12-01,3094
1981-01-01,2908
1981-02-01,2821
1981-03-01,2953
1981-04-01,3313
1981-05-01,3497
1981-06-01,3831
1981-07-01,3879
1981-08-01,3864
1981-09-01,3609
1981-10-01,3577
1981-11-01,3288
1981-12-01,2870
1982-01-01,2883
1982-02-01,2853
1982-03-01,2964
1982-04-01,3172
1982-05-01,3589
1982-06-01,3816
1982-07-01,4023
1982-08-01,3916
1982-09-01,3612
1982-10-01,3618
1982-11-01,3360
1982-12-01,3011
1983-01-01,2921
1983-02-01,2865
1983-03-01,2971
1983-04-01,3185
1983-05-01,3511
1983-06-01,3977
1983-07-01,4129
1983-08-01,3988
1983-09-01,3542
1983-10-01,3407
1983-11-01,3152
1983-12-01,2950
1984-01-01,2807
1984-02-01,2857
1984-03-01,2872
1984-04-01,3191
1984-05-01,3529
1984-06-01,3879
1984-07-01,3948
1984-08-01,3713
1984-09-01,3545
1984-10-01,3268
1984-11-01,3227
1984-12-01,3013
1985-01-01,2830
1985-02-01,2833
1985-03-01,2909
1985-04-01,3229
1985-05-01,3476
1985-06-01,3634
1985-07-01,3711
1985-08-01,3512
1985-09-01,3174
1985-10-01,3110
1985-11-01,2920
1985-12-01,2809
1986-01-01,2819
1986-02-01,2663
1986-03-01,2899
1986-04-01,3121
1986-05-01,3347
1986-06-01,3651
1986-07-01,3655
1986-08-01,3440
1986-09-01,3266
1986-10-01,3190
1986-11-01,3078
1986-12-01,2826
1987-01-01,2705
1987-02-01,2764
1987-03-01,2932
1987-04-01,3223
1987-05-01,3541
1987-06-01,3661
1987-07-01,3754
1987-08-01,3452
1987-09-01,3277
1987-10-01,3297
1987-11-01,3020
1987-12-01,2874
1988-01-01,2789
1988-02-01,2760
1988-03-01,2902
1988-04-01,3193
1988-05-01,3292
1988-06-01,3546
1988-07-01,3541
1988-08-01,3455
1988-09-01,3250
1988-10-01,3316
1988-11-01,3111
1988-12-01,2870
1989-01-01,2831
1989-02-01,2795
1989-03-01,2934
1989-04-01,3116
1989-05-01,3284
1989-06-01,3494
1989-07-01,3713
1989-08-01,3633
1989-09-01,3329
1989-10-01,3309
1989-11-01,3033
1989-12-01,2862
1990-01-01,2746
1990-02-01,2716
1990-03-01,2967
1990-04-01,3128
1990-05-01,3481
1990-06-01,3753
1990-07-01,3628
1990-08-01,3526
1990-09-01,3345
1990-10-01,3331
1990-11-01,3089
1990-12-01,2971
1991-01-01,2771
1991-02-01,2805
1991-03-01,2883
1991-04-01,3140
1991-05-01,3467
1991-06-01,3797
1991-07-01,3787
1991-08-01,3659
1991-09-01,3469
1991-10-01,3347
1991-11-01,3216
1991-12-01,2887
1992-01-01,2737
1992-02-01,2805
1992-03-01,2947
1992-04-01,3164
1992-05-01,3391
1992-06-01,3750
1992-07-01,3731
1992-08-01,3625
1992-09-01,3413
1992-10-01,3289
1992-11-01,3129
1992-12-01,2981
1993-01-01,2797
1993-02-01,2714
1993-03-01,2843
1993-04-01,3015
1993-05-01,3274
1993-06-01,3513
1993-07-01,3513
1993-08-01,3334
1993-09-01,3297
1993-10-01,3106
1993-11-01,3104
1993-12-01,2874
1994-01-01,2892
1994-02-01,2915
1994-03-01,3086
1994-04-01,3347
1994-05-01,3611
1994-06-01,3679
1994-07-01,3732
1994-08-01,3780
1994-09-01,3575
1994-10-01,3523
1994-11-01,3480
1994-12-01,3285
1995-01-01,3087
1995-02-01,3171
